qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_{s12}___Shield_order|{s12} - Órdenes de escudos
qstr_{s13}___Attack_order|{s13} - Órdenes de ataque
qstr_{s10}___Ranks|{s10} - Fila
qstr_{s11}___Shieldwall|{s11} - Muro de escudos
qstr_{s12}___Wedge|{s12} - Cuña
qstr_{s13}___Square|{s13} - Cuadrado
qstr_{s14}___No_Formation|{s14} - Sin formación
qstr_{s15}___Escape_Menu|{s15} - Menú
qstr_{s11}___One_Handers|{s11} - Arma a una mano
qstr_{s12}___Two_Handers|{s12} - Arma a dos manos
qstr_{s13}___Polearms|{s13} - Arma enastada
qstr_{s14}___Ranged|{s14} - Arma a distancia
qstr_{s11}___Use_Shields|{s11} - Usar escudo
qstr_{s12}___No_Shields|{s12} - Sin escudo
qstr_{s13}___Free|{s13} - Libre
qstr_{s10}___End_Order|{s10} - Fin orden
qstr_{s11}___Skirmish|{s11} - Escaramuza
qstr_{s12}___Volley_Fire|{s12} - Descarga
qstr_{s13}___Brace_Polear|{s13} - Arma en ristre
qstr_DeathCam|Cámara de muerte
qstr_Camera|Cámara
qstr_Follow|Seguir
qstr_Free|Libre
qstr_Troop_Assignments|Asignamiento de soldados
qstr_Split_Troops_into_Se|Dividir soldados en divisiones secundarias
qstr_Troops_by^_Primary_D|Tropas de la^ Primera Division
qstr_#_in^Main_Division|# en^División principal
qstr_Show/^Hide|Mostrar/^Ocultar
qstr_#_in^Secondary_Divis|# en^División secundaria
qstr_Secondary^Division|División^Secundaria
qstr_Disabled|Desactivado
qstr_Split_Active|Dividir activo
qstr_Clear_All|Limpiar todo
qstr_Discard_Changes|Descartar cambios
qstr_Save|Guardar
qstr_CURRENT_COMMANDER_S_|¡INFORME DE COMANDANTE ACTUAL!
qstr_Your_Commander:_{s19|Vuestro comandante: {s19}
qstr_Commander_Relation:_|Relación con el comandante: {reg0}
qstr_Enlisted_Faction:_{s|Facción: {s20}
qstr_Current_Rank:_{s21}|Rango: {s21}
qstr_N/A|N/A
qstr_Experience_to_next_p|Experiencia para siguiente ascenso: {s1}
qstr_Days_in_service:_{re|Días en el servicio: {reg20}
qstr_Current_Wage:_{reg23|Paga actual: {reg23} monedas.
qstr_Next_Pay/Promotion_d|Próximo día de paga/ascenso: {s25}
qstr_Army_size:_{reg26}|Tamaño del ejército: {reg26}
qstr_Commander_s_Army|Ejército del comandante
qstr_Player_s_Kingdom|Reino del jugador
qstr_Kingdom_of_Swadia|Reino de Swadia
qstr_Kingdom_of_Vaegirs|Reino Vaegirs
qstr_Khergit_Khanate|Khanato Khergita
qstr_Kingdom_of_Nords|Reino del norte
qstr_Kingdom_of_Rhodoks|Reino Rhodoks
qstr_Sarranid_Sultanate|Sultanato Sarraní
qstr_DEBUG__KMT_:_Object_|DEBUG (KMT): Object clicked is {reg1}.  Value is {reg2}.
qstr_a_septon|un septon
qstr_a_dothraki_warrior|un guerrero dothraki
qstr_a_landed_knight|un caballero
qstr_a_novice|un novicio
qstr_a_noble_in_training|un noble entrenandose
qstr_a_courtier|un cortesano
qstr_a_mummer|un mimo
qstr_a_student_at_the_cit|un estudiante de la ciudadela
qstr_a_singer|un cantante
qstr_a_begging_brother|un pordiosero
qstr_a_sellsword|un mercenario
qstr_a_bravo|un bravo
qstr_a_pit_fighter|un luchador de arena
qstr_a_outlaw|un forajida
qstr_a_slave_trader|un esclavista
qstr_religious_fervor|fervor religioso
qstr_sense_of_duty|sentido del deber
qstr_Gender_option_change|Género cambiado a la opción {reg1}.
qstr_Father_background_op|Historia del progenitor cambiada a la opción {reg1}.
qstr_Early_life_option_ch|Niñez cambiada a la opción {reg1}.
qstr_Later_life_option_ch|Adolescencia cambiada a la opción {reg1}.
qstr_Reason_option_change|Razón cambiada a la opción {reg1}.
qstr_ERROR:_No_valid_troo|ERROR: Ningún arbol de tropa válido encontrado.
qstr_Troop_tree_changed_t|Árbol de tropas cambiado a la opción {reg1?Arbol Expandido o Rehecho:Arbol del Native} [ {reg1} ].
qstr_Option:_Fog_of_War_h|Opción: Niebla de guerra ha sido {reg1?ACTIVADA:desactivada} [ {reg1} ].
qstr_Option:_Gathering_co|Opción: Recoger compañeros ha sido {reg1?ACTIVADA:desactivada} [ {reg1} ].
qstr_Option:_Starting_reg|Opción: Región de inicio ha sido cambiada a {s2} [{reg1}].
qstr__near_{s10}|cerca de {s10}
qstr_Your_recruiter_who_w|¡Vuestro reclutador que reclutaba {reg10} reclutas para {s13} fue derrotado{s10}!
qstr_Your_caravan_sending|¡Vuestra caravana enviada de {s12} a {s13} ha sido aniquilada{s10}!
qstr_Your_messenger_on_th|¡Vuestro mensajero enviado a {s13} ha sido asesinado{s10}!
qstr_Your_soldiers_patrol|¡Vuestros soldados de la patrulla {s13} han sido derrotados{s10}!
qstr_A_scout_trying_to_ga|¡Un explorador que trataba de conseguir información sobre {s13} ha sido asesinado{s10}!
qstr_{s1}_of_the_{s3}_was|{s1} del {s3} fue derrotado en batalla, pero ha escapado.
qstr_{s1}_is_now_a_prison|{s1}ahora prisionero de {s2}.
qstr_{s54}_is_a_claimant_|{s54} es uno de los pretendientes al trono del {s56}.
qstr_nowhere|ningún sitio
qstr_{s57}_and_{s58}|{s57} y {s58}
qstr_{reg3?She:He}|{reg3?Ella:Él}
qstr_The_town_of_{s50}|La ciudad de {s50}
qstr_The_village_of_{s50}|La aldea de {s50}, cercana a {s52}
qstr_{s51}_belongs_to_{s1|{s51} pertenece a {s1} de {s2} y es donde tiene su corte.^
qstr_{s51}_belongs_to_{s1}|{s51} pertenece a {s1} de {s2} y es donde {reg0?ella:él} tiene {reg0?su:su} corte.^
qstr_{s51}_belongs_to_{s1}_|{s51} pertenece a {s1} de {s2} y es donde {reg0?ella:él} tiene {reg0?su:su} casa.^
qstr_{s51}_belongs_to_{s1}_o|{s51} pertenece a {s1} de {s2}.^
qstr_{s51}_belongs_to_{s2|{s51} pertenece a {s2} pero aún no ha sido otorgado a lord alguno.^
qstr_{s51}_belongs_to_{s2}|{s51} pertenece a {s2}.^
qstr_{s2}Its_market_town_|{s8} es la ciudad mercantil de {s8}.^
qstr_{s7}_and_{s8}|{s7} y {s8}
qstr_{s2}It_has_no_villag|{s2}No tiene aldeas.^
qstr_{s2}{reg0?Its_villag|{s2}{reg0?Sus aldeas son:Su aldea es} {s8}.^
qstr_{s2}Its_prosperity_i|{s2}Su prosperidad es: {s50}
qstr_{s7}_{s8}|{s7}, {s8}
qstr_noone|ninguno
qstr_{s9}_and_{s10}|{s9} y {s10}
qstr_{s9}_{s10}|{s9}, {s10}
qstr_{s5}_has_been_defeat|¡{s5} ha sido derrotado!
qstr_{s7}_opened_the_gate|{s7} ha abierto la puerta
qstr_{s7}_closed_the_gate|{s7} ha cerrado la puerta
qstr_+{reg1}_to_party_mor|+{reg1} a la moral del grupo
qstr_{reg1}_to_party_mora|{reg1} a la moral del grupo
qstr_tactics|táctica
qstr_persuasion|persuasión
qstr_leadership|liderazgo
qstr_intelligence|inteligencia
qstr_prisoner_management|administración de prisioneros
qstr_trade|comercio
qstr_weapon_mastery|maestría en armas
qstr_engineer|ingeniero
qstr_charisma|carisma
qstr_looting|saquear
qstr_first_aid|primeros auxilios
qstr_spotting|otear
qstr_path_finding|explorar
qstr_+1_to_{s1}_after_rea|+1 a {s1} mientras se encuentra en el inventario
qstr_Requires_{reg1}_inte|Requiere {reg1} de inteligencia para ser leído
qstr_Reading_Progress:^{p|Proceso de lectura:^{playername}:{reg1}.{reg2}%
qstr_{s0}^{s1}:{reg1}.{re|{s0}^{s1}:{reg1}.{reg2}%
qstr_wound_treament|tratamiento de heridas
qstr_trainer|instructor
qstr_surgery|cirugía
qstr_pathfinding|explorar
qstr_+1_to_{s1}_while_in_|+1 a {s1} mientras se encuentra en el inventario
qstr__^| ^
qstr_price:_base_price*{r|precio: precio base*{reg1}.{reg2}
qstr__2_speed^_2_maneuver|-2 velocidad^-2 maniobrabilidad
qstr__5_speed^_5_maneuver|-5 velocidad^-5 maniobrabilidad
qstr_+3_armor^+4_charge^+|+3 armadura^+4 carga^+40 puntos de golpe
qstr__1_requirement_of_ri|-1 nivel de cabalgar
qstr_+1_requirement_of_ri|+1 nivel de cabalgar^+5 puntos de golpe
qstr_+1_speed^+1_armor^+1|+1 velocidad^+1 armadura^+1 carga
qstr_+2_requirement_of_ri|+2 nivel de cabalgar^+2 velocidad^+2 armadura^+2 carga
qstr__56_hit_points^_4_re|-56 puntos de golpe^-4 resistencia
qstr__26_hit_points^_2_re|-26 puntos de golpe^-2 resistencia
qstr_+47_hit_points^+2_re|+47 puntos de golpe^+2 resistencia
qstr_+83_hit_points^+4_re|+83 puntos de golpe^+4 resistencia
qstr___| -
qstr__+| +
qstr_{reg1?{s1}{reg4}_to_|{reg1?{s1}{reg4} protección en la cabeza^:}{reg2?{s1}{reg4} protección en el cuerpo^:}{reg3?{s1}{reg4} protección en las piernas:}
qstr_{reg1?_5_swing_damag|{reg1?-5 daño de swing^:}{reg2?-5 daño por estocada^:}
qstr_{reg1?_3_swing_damag|{reg1?-3 daño de swing^:}{reg2?-3 daño por estocada^:}
qstr_{reg1?_3_swing_damage|{reg1?-3 daño de swing^:}{reg2?-3 daño por estocada^:}-3 velocidad
qstr_{reg1?_1_swing_damag|{reg1?-1 daño de swing^:}{reg2?-1 daño por estocada^:}
qstr_{reg1?+3_swing_damag|{reg1?+3 daño de swing^:}{reg2?+3 daño por estocada^:}+3 velocidad
qstr_{reg1?+4_swing_damag|{reg1?+4 daño de swing^:}{reg2?+4 daño por estocada^:}
qstr_{reg1?+5_swing_damag|{reg1?+5 daño de swing^:}{reg2?+5 daño por estocada^:}+1 velocidad{reg3?^+4 nivel de fuerza necesario:}
qstr_{reg1?+2_swing_damag|{reg1?+2 daño de swing^:}{reg2?+2 daño por estocada^:}-2 velocidad{reg3?^+1 nivel de fuerza necesario:}
qstr__5_damage|-5 daño
qstr__3_damage^_3_speed|-3 daño^-3 velocidad
qstr_+3_damage^_3_speed{r|+3 daño^-3 velocidad{reg3?^+2 nivel de poder de tensado necesario:}
qstr_+5_damage^+1_speed{r|+5 daño^+1 velocidad{reg3?^+4 nivel de poder de tensado necesario:}
qstr_+13%_max_ammo|+13% munición máxima
qstr_+2_damage^_2_speed{r|+2 daño^-2 velocidad{reg3?^+1 nivel de poder de lanzamiento necesario:}
qstr_+3_damage^+3_speed|+3 daño^+3 velocidad
qstr__3_damage|-3 daño
qstr_Move_here|Mover aquí
qstr_View_notes|Ver notas
qstr_Accompany|Acompañar
qstr__{s61}_{s62}_| {s61}({s62})
qstr_killed|muerto
qstr_wounded|herido
qstr_{s0}^TOTAL:_{reg3}__|{s0}^TOTAL: {reg3} ({s2})
qstr_^None|^Ningun
qstr_nothing|nada
qstr_{reg0}_village{reg1?|{reg0} aldea{reg1?s:}
qstr_{reg0}_castle{reg1?s|{reg0} castillo{reg1?s:}
qstr_{reg0}_castle{reg1?s:|{reg0} castillo{reg1?s:} y {s0}
qstr_{reg0}_town{reg1?s:}|{reg0} ciudad{reg1?es:}
qstr_{reg0}_town{reg1?s:}_|{reg0} ciudad{reg1?es:} y {s0}
qstr_{reg0}_town{reg1?s:}_{|{reg0} ciudad{reg1?es:}, {s0}
qstr_Your_opponents_are_r|Vuestros oponentes están listos para luchar.
qstr_Try_to_destroy_as_ma|Intentad destruir cuantos objetivos podáis. Tenéis dos minutos y medio para despejar el camino.
qstr_Stay_behind_the_line|Quedaos detrás de la línea y disparad a las dianas. Intentad no desperdiciar disparos.
qstr_Bonus_chance_of_loot|Bonus de objetos: {reg0}%.
qstr_Battle_Advantage_=_{|Ventaja en batalla = {reg0}.
qstr_{s9}_wants_you_to_re|{s9} quiere que volváis a seguir a su ejército hasta que os indique lo contrario.
qstr_{s5}_of_the_{s7}_has|{s5} de {s7} ha conquistado {s4}.
qstr_{s4}_has_been_awarde|{s4} ha sido concedido a {s5} de {s7}.
qstr_pt_in_{s11}|pt en {s11}
qstr__Being_Raided_|(Siendo asaltado)
qstr__Looted_|(Saqueado)
qstr__Under_Siege_|(Bajo asedio)
qstr_The_village_of_{s1}_|La aldea de {s1} ha sido saqueada por {s2}.
qstr_{s3}_is_no_longer_un|{s3} ya no se encuentra bajo asedio.
qstr_Small_bands_of_enemi|Se han avistado pequeñas bandas de enemigos cerca de {s1}.
qstr_Enemy_patrols_spotte|Se han avistado patrullas enemigas cerca de {s1}.
qstr_Medium_sized_group_o|Se ha avistado un grupo mediano de enemigos cerca de {s1}.
qstr_Significant_group_of|Se ha avistado un grupo significativo de enemigos cerca de {s1}.
qstr_Army_of_enemies_spot|Se ha avistado un ejército de enemigos cerca de {s1}.
qstr_Large_army_of_enemie|Se ha avistado un gran ejército de enemigos cerca de {s1}.
qstr_Great_host_of_enemie|Se ha avistado un gran contingente de enemigos cerca de {s1}.
qstr_{s0}_collects_{reg0}|{s0} recauda {reg0} monedas de {s4}, riqueza actual: {reg1} monedas
qstr__{s10}_of_{s13}_recr| {s10} de {s13} recluta {s11} {s12} en {s14}
qstr_{s1}_has_been_besieg|{s1} ha sido asediado por {s2} de {s3}.
qstr__{s1}__{s11}:_{s14}|({s1}) {s11}: {s14}
qstr_{s14}__{s21}_|{s14} ({s21})
qstr_{s5}_has_the_greates|{s5} tiene más apoyo entre los señores de {s4} para ser la próxima Mano.  {s0} está indispuesto y no podemos ignorar su elección.
qstr_{s5}_has_the_greatest|{s5} tiene más apoyo entre los señores de {s4} para recibir {s1}.  {s0} está indispuesto y no podemos ignorar su elección.
qstr_{s5}_has_the_greatest_|{s5} tiene más apoyo entre los señores de {s4} para ser la próxima Mano, pero {s0} ignora su elección.
qstr_{s5}_has_the_greatest_s|{s5} tiene más apoyo entre los señores de {s4} para recibir {s1}, pero {s0} ignora su elección.
qstr_{s1}_is_the_new_mars|{s1} es la nueva Mano de {s2}.
qstr_You_gained_{reg12}_r|Vuestro renombre ha crecido en {reg12} puntos.
qstr_You_lose_{reg12}_ren|Vuestro renombre ha sido mancillado en {reg12} puntos.
qstr_Your_relation_with_{|Vuestra relación con {s1} ha mejorado.
qstr_Your_relation_with_{s|Vuestra relación con {s1} se ha deteriorado.
qstr_You_gain_honour.|Ganáis honor.
qstr_You_lose_honour.|Perdéis honor.
qstr_{s1}_has_declared_wa|{s1} ha declarado la guerra a {s2}.
qstr_{s0}_is_laying_siege|{s0} está sitiando {s1}.
qstr_{s0}_is_patrolling_a|{s0} está patrullando alrededor de {s1}.
qstr_{s0}_is_raiding_arou|{s0} está saquenado en torno a {s1}.
qstr_{s0}_is_engaging_{s1|{s0} está atacando {s1}.
qstr_{s0}_is_accompanying|{s0} está acompañando a {s1}.
qstr_{s0}_is_screening_th|{s0} está ocultándose del avance de {s1}.
qstr_{s0}_is_trading_with|{s0} está comerciando con {s1}.
qstr_{s0}_is_retreating_t|{s0} se está retirando hacia {s1}.
qstr_{s0}_is_visiting_{s1|{s0} está visitando {s1}.
qstr_{s1}_and_{s2}_have_m|{s1} y {s2} han firmado un tratado de paz.
qstr_{s2}_{reg3?was:is_cu|{s2} {reg3?estaba:está actualmente} en {s3}.
qstr_{s2}_{reg3?was:is}_t|{s2} {reg3?estaba:está} viajando hacia {s3} y {reg3?estaba:debería estar} cerca de {s4}.
qstr_{s2}_{reg3?was:is}_tr|{s2} {reg3?estaba:está} viajando hacia {s3} y {reg3?estaba:debería estar} entre {s4} y {s1}.
qstr_{s2}_{reg3?was:is}_i|{s2} {reg3?estaba:está} por los campos y {reg3?estaba:debería estar} cerca de {s3}.
qstr_{s2}_{reg3?was:is}_in|{s2} {reg3?estaba:está} por los campos y {reg3?estaba:debería estar} entre {s3} y {s1}..
qstr_{s2}_{reg3?was:is}_b|{s2} {reg3?se encontraba:se encuentra} en cautividad en {s3}.
qstr_{s2}_{reg3?was:has_b|{s2} {reg3?estaba:ha sido} {reg4?capturada:capturado} por sus enemigos.
qstr_{reg3?{s2}_s_locatio|{reg3?Se desconoce la localización de {s2}:No sé dónde está {s2}}.
qstr_{s6}_has_joined_your|{s6} se ha unido a vuestro grupo
qstr_You_now_owe_{reg2}_d|Desde ahora debéis {reg2} monedas a {s1}.
qstr_Renown_value_for_thi|Si ganáis esta batalla, vuestro renombre aumentará en {reg8} puntos.
qstr_You_have_run_into_a_|¡Habéis caído en una trampa!
qstr_You_are_attacked_by_|¡Un grupo de bandidos os ataca!
qstr_Holding|Esperando
qstr_Following|Siguiendo
qstr_Charging|Cargando
qstr_Advancing|Avanzando
qstr_Falling_Back|Retirándose
qstr_Standing_Closer|Acercándose
qstr_Spreading_Out|Alejándose
qstr_Standing|Detenidos
qstr_Any_Weapon|Cualquier arma
qstr_Blunt_Weapons|Armas contundentes
qstr_Your_soldiers_patroll|¡Los soldados que patrullaban en {s6} se han disuelto ya que has abandonado tu facción!
qstr_{s1}_Rebels|Rebeldes del {s1}
qstr_Given_by:_{s62}|Asignada por: {s62}
qstr_Given_on:_{s60}|Asignada el {s60}
qstr_You_have_{reg0}_days|Tenéis {reg0} días para finalizar esta misión.
qstr_This_quest_has_been_|Esta misión ha concluido. Para finalizarla hablad con {s59}.
qstr_This_quest_has_been_s|Esta misión ha sido completada satisfactoriamente. Hablad con {s59} para reclamar vuestra recompensa.
qstr_This_quest_has_faile|Esta misión ha fracasado. Hablad con {s59} para explicarle la situación.
qstr_At_the_time_quest_wa|Esta misión, al momento de ser asignada:^{s1}
qstr_{s5}_has_a_strength_|{s5} tiene una fuerza de {reg1} hombres en total.
qstr_The_last_time_you_sa|La última vez que {reg1?la:lo} viste, {s1}
qstr_The_last_time_you_he|La última vez que oíste hablar de {reg1?ella:él}, {s1}
qstr_Current_garrison_con|La guarnición actual consta de {reg5} hombres.^Tenéis reservas de comida para {reg6} días.
qstr_Very_Poor|Muy pobre
qstr_Poor|Pobre
qstr_Average|Normal
qstr_Rich|Rica
qstr_Very_Rich|Muy rica
qstr_Manor|una casa solariega
qstr_A_manor_lets_you_res|Una casa solariega os permite descansar en la aldea y pagar a vuestras tropas la mitad del sueldo mientras estáis descansando.
qstr_Mill|un molino
qstr_A_mill_increases_vil|Un molino incrementa la prosperidad de la aldea en un 5%.
qstr_Watch_Tower|una torre de vigilancia
qstr_A_watch_tower_lets_t|Una torre de vigilancia permite a los campesinos tocar alarmas de forma rápida. El tiempo que tardarán vuestros enemigos en saquear vuestra aldea se incrementará en 25%.
qstr_School|una escuela
qstr_A_shool_increases_th|Una escuela incrementa la lealtad de los campesinos +1 por mes.
qstr_Messenger_Post|un puesto de mensajería
qstr_A_messenger_post_let|Un puesto de mensajería permite a los campesinos enviaros un mensaje cuando se acercan enemigos, incluso si estáis lejos.
qstr_Barracks|unos barracones
qstr_A_Barracks_helps_to_|Los barracones ayudan a entrenar mejores tropas.
qstr_Prison_Tower|una torre de prisioneros
qstr_A_prison_tower_reduc|Una torre de prisioneros reduce la posibilidad de que vuestros prisioneros se escapen.
qstr_Prosperity_of_{s2}_h|La prosperidad de {s2} ha cambiado de {s3} a {s4}.
qstr_{s4}_looks_upset.|{s4} parece alterado.
qstr_your_party|{s4} parece alterado.
qstr_{reg0?One_of_your_pr|¡{reg0?Uno de vuestros prisioneros, :}{s1} de {s3} se ha escapado!
qstr_You_brought_{reg3}_h|Habéis llevado {reg3} cabezas de ganado a {s1}.
qstr_I_heard_that_there_w|He oído que pronto habrá un torneo en {s62}.
qstr_I_heard_some_people_|He oído que la gente dice que no cree que {s6] esté muerto realmente.
qstr_I_heard_a_traveller_|He oído que un viajero decía haberse cruzado con {s6} en sus viajes.
qstr_I_heard_that_{s6}_in|He oído que {s6} está formando un ejercito y planea tomar el trono de {s61}.
qstr_I_heard_that_one_can|He oído que es posible comprar {s62} por muy poco dinero en {s63}.
qstr_I_heard_that_they_pa|He oído que {s62} se cotiza muy bien en {s63}.
qstr_two_days_ago|hace dos días
qstr_{s9}^^^Level:_{reg3}|{s9}^^^Nivell: {reg3}^Salud: {reg2}%^Moral: {reg4}
qstr_Morale:_{reg0}^^Orig|Moral: {reg0}^^Original: {s21}
qstr_State:_Riding|Estado: Cabalgando
qstr_State:_On_foot|Estado: A pie
qstr__{reg1}%| {reg1}%
qstr_{s1}^{reg2}|{s1}^{reg2}
qstr_{s1}^^{reg1}|{s1}^^{reg1}
qstr_Best_threat_of_{s4}_|Mejor amenaza de {s4} tiene el valor de {reg1}
qstr_No_center_found_to_d|No se ha encontrado un centro para defender
qstr_You_gain_right_to_ru|Ganáis derecho a gobernar.
qstr_You_lose_right_to_ru|Perdéis derecho a gobernar.
qstr_{s0}^{s1}|{s0}^{s1}
qstr__{reg50}{reg51}_|({reg50},{reg51})
qstr_{s1}_have_sold_{reg1|{s1} habéis vendido {reg1} {reg3?items:item} por el valor de {reg2} {reg4?monedas:moneda}.
qstr_You_have_bought_{reg|Habéis comprado {reg2} {reg4?tipos:tipo} de comida por valor de {reg1} {reg3?monedas:moneda}.
