str_no_string|¡NO STRING!
str_npc4_intro|Soy Graznon zo Paton, hijo de Grazhnak zo Paton, que fue hijo de Graznon zo Paton de la más antigua y magnífica Casa de Paton, de la majestuosa ciudad de Astapor.
str_npc5_intro|Saludos, viajero… ¿Os uniríais a mí en mi bebida?.
str_npc6_intro|Buen día. Parecéis un guerrero competente… ¿Necesitáis efectivos en vuestra compañia por casualidad?.
str_npc7_intro|¿Sí? Mantened la distancia.
str_npc8_intro|¿Qué queréis?.
str_npc9_intro|Eh, vos, llenadme de nuevo la jarra.
str_npc10_intro|Saludos, amigo. ¿Os interesa una partida de Cyvasse?.
str_npc11_intro|Saludos, viajero. ¿Compartiríais bebida conmigo?.
str_npc12_intro|Buenos días, viajero. ¿Por alguna casualidad podéis echarme una mano , por favor?.
str_npc13_intro|Saludos viajero. Soy Ser Roger Osgrey, un caballero e hijo de Tiesa.
str_npc14_intro|Sí, ¿qué queréis?.
str_npc15_intro|¡Oh!, Decidme, amigo mío: ¿Sería posible que saliéseis de la ciudad pronto?
str_npc16_intro|Hola. Por vuestra apariencia, deduzco que sóis un curtido guerrero. ¿Habéis venido buscando espadas para vuestro grupo?
str_npc17_intro|¡Cómo voló tan alto! ¡Y cayó tan bajo!... ¡Entonces murió, y los gusanos se dieron un festín!
str_npc18_intro|Por favor, protegedme. ¡Me persiguen!
str_npc19_intro|Lo jention mirre numazame esa, iderenna qopsa verdagon issa.
str_npc20_intro|¿Sí?
str_npc21_intro|Que el Padre os juzgue sabiamente, ¡pues tengo la sensación de que eres un gran pecador!
str_npc22_intro|¿Qué estáis mirando? ¡Dejadme sufrir en paz!
str_npc23_intro|Saludos, extraño. Bienvenido a la Isla del Oso. ¡Cuidado con los osos! ¡Ja!
str_npc24_intro|Eh…¿qué?
str_npc25_intro|Carne tan fina, tan fina para desgarrar, piel que rechina, que se rasga, que se trenza, tan bonito… tan rojas las gotas.
str_npc26_intro|¿Qué queréis?
str_npc27_intro|Sólo un minuto, ¡estoy reflexionando sobre los misterios de la vida!
str_npc28_intro|¿Qué es lo que queréis, eh?
str_npc1_intro_response_1|Un placer conoceros, Ser Bennis. ¿Qué está haciendo un caballero ungido en una sucia taberna como esta?
str_npc2_intro_response_1|¿Qué os ha pasado?
str_npc3_intro_response_1|Que tengáis un buen día.
str_npc4_intro_response_1|Nunca había oído hablar de la Casa Paton.
str_npc5_intro_response_1|Ciertamente. ¿Con quién tengo el placer de compartir este momento?
str_npc6_intro_response_1|Puede ser… ¿Quién sóis?
str_npc7_intro_response_1|Mis disculpas. Me gustaría saber a quién le estoy hablando.
str_npc8_intro_response_1|Es sólo por pasar el tiempo; si no tenéis prisa, claro. ¿Os uniréis a mí para tomar una copa?
str_npc9_intro_response_1|Debéis haberme confundido con el tabernero, pentoshi.
str_npc10_intro_response_1|Perdonadme, no tengo la menor idea de la reglas.
str_npc11_intro_response_1|¿Qué pasa?
str_npc12_intro_response_1|Eso depende.
str_npc13_intro_response_1|Un placer conoceros, Ser Roger. ¿Qué hace que un noble caballero de Tiesa para encontrarse en una taberna como esta?
str_npc14_intro_response_1|Pasar el tiempo con otro viajero, si me permitís.
str_npc15_intro_response_1|Lo soy. ¿Qué es lo que os preocupa?
str_npc16_intro_response_1|Podría ser. ¿Cuál es vuestra historia?
str_npc17_intro_response_1|Vos parecéis ser uno de esos locos, ¿eh?
str_npc18_intro_response_1|¿Quién os persigue?
str_npc19_intro_response_1|¿Puedo ayudaros?
str_npc20_intro_response_1|Parecéis un soldado. ¿Qué hacéis aquí solo?
str_npc21_intro_response_1|Cierto, pero… ¿quién sóis vos para juzgarme?
str_npc22_intro_response_1|¿Sufrir? ¿Qué os ha pasado?
str_npc23_intro_response_1|Muchas gracias. ¿Qué podéis contarme sobre la Isla del Oso?
str_npc24_intro_response_1|Nada, en realidad. ¿Quién sóis vos?
str_npc25_intro_response_1|¿Qué sóis?
str_npc26_intro_response_1|¿Quién sóis?
str_npc27_intro_response_1|Eh…¿qué?
str_npc28_intro_response_1|¿Quién sois?
str_npc1_intro_response_2|Os deseo un buen día, Ser.
str_npc2_intro_response_2|Tengo mejores cosas que hacer.
str_npc3_intro_response_2|Ahora vete, muchacho, tengo trabajo que hacer.
str_npc4_intro_response_2|¿Eh? No, gracias. Estoy lleno.
str_npc5_intro_response_2|No tengo tiempo para eso.
str_npc6_intro_response_2|No, no lo hago.
str_npc7_intro_response_2|De acuerdo. No os molestaré pues.
str_npc8_intro_response_2|Nada en absoluto,  no quiero cortesías. Qué tengáis un buen día.
str_npc9_intro_response_2|¡Conseguíoslo vos mismo!
str_npc10_intro_response_2|Estoy ocupado. No tengo tiempo para juegos.
str_npc11_intro_response_2|Creo que no.
str_npc12_intro_response_2|Lo siento, ahora mismo estoy ocupado.
str_npc13_intro_response_2|Bueno… qué bien...
str_npc14_intro_response_2|Nada. Disculpadme.
str_npc15_intro_response_2|Os agradecería que os metiéseis en vuestros asuntos.
str_npc16_intro_response_2|Ocupaos de vuestros asuntos.
str_npc17_intro_response_2|Me parece muy bien.
str_npc18_intro_response_2|No voy a proteger a un extraño. Marchaos.
str_npc19_intro_response_2|De acuerdo, que tengáis un buen día.
str_npc20_intro_response_2|Nada, perdonad que os moleste.
str_npc21_intro_response_2|Creo que rezar al Desconocido sería más apropiado, viendo como insultáis a vuestros superiores.
str_npc22_intro_response_2|Lo siento, no os molestaré más.
str_npc23_intro_response_2|No tendré problemas.
str_npc24_intro_response_2|No importa.
str_npc25_intro_response_2|Cierto.
str_npc26_intro_response_2|Nada.
str_npc27_intro_response_2|No importa.
str_npc28_intro_response_2|Nada.
str_npc1_backstory_a|Bueno, es una larga historia.
str_npc2_backstory_a|Es una historia bastante trágica, sentaos, no tenéis ninguna razón para estar levantado.
str_npc3_backstory_a|Os veis como un hombre de guerra, ¿no necesitaréis por casualidad un joven escudero?
str_npc4_backstory_a|¿En serio? Quizá podáis ser perdonado, siendo un mestizo salvaje. Nuestras tierras ancestrales están situadas lejos, hacia el este, en la Bahía de los Esclavos.
str_npc5_backstory_a|Soy Ser Felton Flores, el maestro de armas de Nido de Águilas.
str_npc6_backstory_a|Soy Martyn Nieve, un bastardo nacido en el Norte. También soy un mercenario, que seguramente sea más importante que mi nacimiento.
str_npc7_backstory_a|Tenéis el honor de hablar con Ser Jasper Ríos, hijo de Ser Stevron Frey, hijo legítimo de Lord Walder Frey, el Señor del Cruce.
str_npc8_backstory_a|Ah. Eso suena bien, me uniré a vos ya que me pagáis.
str_npc9_backstory_a|Mis más sinceras disculpas. A veces es difícil reconocer a la gente entre el humo y la oscuridad aquí. Todavía no puedo creer que tenga que vivir en este antro. ¡Qué horrible destino el mío!
str_npc10_backstory_a|Oh, es una pena. Creo que el juego mantiene mi mente aguda. Decidme: ¿Es posible que vuestra compañía necesite un oficial? Siempre pienso en volver, a pesar de mis estropeados pulmones, a gritarles a los reclutas a formar línea.
str_npc11_backstory_a|Gané el torneo de tiro con arco celebrado por Lord Hightower el año pasado, y desde entonces, ¡he viajado por todo el mundo!
str_npc12_backstory_a|Os contaré mi historia, pero habéis de saber que no es para gente sensible. Os advierto también de que si sóis de temperamento colérico podéis haceros daño a vos mismo, si no sóis capaz de soportar la injusticia que se me ha hecho.
str_npc13_backstory_a|Soy el quinto hijo de mi padre, Ser Edwyn, y como tal, me parece algo poco probable que alguna vez vaya a heredar nada de valor. Así que he estado viajando por el mundo en estos últimos ocho meses, tratando de encontrar un noble señor a quien pudiese jurar lealtad.
str_npc14_backstory_a|Muy bien, no me importa. Me llamo Drollo.
str_npc15_backstory_a|Soy un ingeniero, entrenado en la gran ciudad de Braavos, y especializado en fortificaciones. Si necesitáis que una muralla se venga abajo, yo puedo hacerlo, si se me da bastante tiempo. Si necesitáis que una muralla se levante, también yo puedo hacerlo, aunque os costaría más tiempo y dinero. Y no podéis reducir los costes, porque si no, vuestro nuevo edificio se vendría abajo con vos dentro, como alguien ha descubierto hace poco.
str_npc16_backstory_a|Bueno, desde que tengo memoria, he tenido una inmensa debilidad por las cosas bonitas, y eso me ha dado problemas.
str_npc17_backstory_a|¡Oh, no penséis mal! Estaba componiendo un voluptuoso poema sobre el ilustre Conde de Qohor, Logon Votyris, un pobre ladronzuelo que aumentó su posición de forma increíble durante el reinado del tirano Byan Mentarios.
str_npc18_backstory_a|Mi padre, mi hermano, el anciano de la aldea… ¡Todos me han buscado desde que me fugué! ¡Y yo os digo que soy inocente! ¡No todo bastardo es malvado!
str_npc19_backstory_a|Ah, mis humildes disculpas, olvidé que no todo el mundo habla el exaltado lenguaje de mi gran casa.
str_npc20_backstory_a|Lo que todo soldado hace, buscar compañeros o equipo.
str_npc21_backstory_a|¡Oh, soy el mayor pecador existente! ¡Desciendo de una gran línea de pecadores! La Casa Parren fue una vez piadosa y justa, hasta que uno de mis deshonorables ancestros viajó a Lys con Aerion Llamabrillante en su exilio. Cuando Aerion murió por beber, mi antepasado fue el responsable del incendio que destruyó el cuartel del oeste de la ciudad.
str_npc22_backstory_a|Son esos malditos caballeros ... ¡Me arruinaron todo!
str_npc23_backstory_a|Mucho, sin duda. Pero sé a ciencia cierta que mi madre sabe muchísimo más de lo que yo sé. Yo siempre he sido más de pelearme, como todas las mujeres de Mormont. Estamos muy ocupadas luchando contra peligros salvajes.
str_npc24_backstory_a|La gente me llama Roddy. O, bueno, la gente en Desembarco del Rey lo hace. Solía haber un tiempo en el que todos en Desembarco del Rey sabían mi nombre. 'Ahí va Roddy' decían, 'el hombre más valiente de todos los de la guardia de la ciudad'. Hasta que el hijo vicioso de una puta, Tywin Lannister, vino y saqueó la ciudad. Le dijo a Aerys que venía como un amigo, luego cambió su capa y acabó traicionado a su rey. ¡Bah!
str_npc25_backstory_a|¡SANGRE MUY ROJA! ¡MUY ROJA! Tan dulce… dulces gritos, gritos que parecen cánticos, con su canción, cantando sus gritos...
str_npc26_backstory_a|Soy Caul, el ex jefe de los Gorriones Rojos.
str_npc27_backstory_a|Hah, sólo estoy tirandole de la cola, no estoy pensando nada. Bit sin embargo está borracho. Pero ah, ¿qué puedo hacer por vos? La gente me llama Ser Melly Waterman, porque, bueno, es mi nombre.
str_npc28_backstory_a|¿Quién lo pregunta? ¿Ella es quien os envía, la puta? Decidla que no estoy interesado. ¡Vagar por medio mundo como un camello loco por el sol es lo que ella me ha hecho hacer! ¡Bah!
str_npc1_backstory_b|Yo competí en el gran torneo de Harrenhal, hace años, en lo que algunos llaman 'El Año de la Falsa Primavera'. Cómo brillaban las armaduras de los caballeros y señores ese día, ¡pero ninguna más brillante que el Príncipe de Rocadragón! El Príncipe Rhaegar fue imparable, pero también fue un gran día para mí. Sin embargo, en mi última justa, maté accidentalmente al sobrino del viejo señor Vance. No hay mayor deshonra para un caballero, y cada señor y señora en los Siete Reinos me vio ese día.
str_npc2_backstory_b|Hace un tiempo salí de Desembarco del Rey en dirección a Pentos con una caravana especias y pimientas de Dorne. Yo tenía mi propio barco mercante en aquellos días, un hermoso galeón con una figura que mostraba a la Doncella.  Hice escala en Rocadragón, cuando fui abordado por el castellano de Stannis Baratheon, un Florent si es que alguna vez vi uno. ¡Esos oídos! De todos modos, él viene y me dice que mi nave se encuentra ahora en al servicio del rey. Parece que Stannis está reclutando un ejército en Rocadragón, y como planea transportarlo, necesita cada buque que puede tener en sus manos. Ellos vaciaron mis bodegas y me dieron un trozo de papel con la promesa de pagarme por mis pérdidas, una vez que Stannis se sentase en el trono.
str_npc3_backstory_b|Solía ser escudero de Ser Halbert Piedra, de Sauce, pero murió de disentería, y no conozco otro oficio.
str_npc4_backstory_b|Mi familia es una de las más prominentes de Astapor, o lo era. ¡Un dragón descendió en la ciudad y quemó vivos a los Amos Bondadosos! Estaba yendo a Volantis cuando lo oí, y desde estonces me he estado moviendo hacia el oeste. Mi gente puede ser muy orgullosa, pero yo no soy tan tonto. Conozco la historia. Ya son cinco veces las que el Imperio Ghis ha desafiado al Feudo Franco de Valyria, y son cinco veces las que mis antepasados han sido derrotados, y finalmente quemados. Las legiones no son combatientes de dragones.
str_npc5_backstory_b|Fuí ascendido poco después de que Lord Jon fue a tomar su cargo como Mano del Rey en Desembarco del Rey. Como la mayor parte de su familia lo siguió, en el Nido de Águilas, en verdad, no se necesitaba un maestro de armas. Pero, ¿quién era yo para cuestionar la sabiduría de Jon Arryn? Se pagaba bien, era una posición de respeto justo para un hombre que nació bastardo, y yo no quería quedarme para nada.
str_npc6_backstory_b|He servido durante mucho tiempo en los Segundos Hijos, así que entrar en batalla no me es algo desconocido. Pero ahora busco hacer mi fortuna, y eso no ocurre siendo un simple hombre de armas en una compañçia mercenaria.
str_npc7_backstory_b|Mi padre me ha enviado a ganar un poco de experiencia en el servicio de un amo que no sea mi señor abuelo, para que yo pueda aumentar el honor de nuestra casa, o por lo menos eso es lo que mi hermano Ryman me dijo.
str_npc8_backstory_b|Queréis saber mi historia, ¿verdad?. No pienso deciros nada.
str_npc9_backstory_b|Yo era el hijo primogénito de mi padre, un noble de Pentos. Pero mi madre murió en el parto, y cuando yo no tenía más que diez años, mi padre se volvió a casar. Su nueva esposa pronto dio a luz a muchos niños, y conspiró para que ellos me reemplazaran como heredero de mi padre. Cuando mi hermano menor murió, ella le dijo a mi padre que yo lo había empujado por el balcón! Bah !, el tonto probablemente subió a la maldita cosa a sí mismo.
