trp_multiplayer_profile_troop_male|perfil tropa multijugador hombre
trp_rhodok_e_extra4_pl|I1 Travelling Rhodok Cittadini
trp_rhodok_e_extra5|I1 Docile Rhodok Cittadino
trp_rhodok_e_extra5_pl|I1 Docile Rhodok Cittadini
trp_rhodok_messenger|Rhodok Messenger
trp_rhodok_messenger_pl|Rhodok Messengers
trp_rhodok_deserter|Rhodok Deserter
trp_rhodok_deserter_pl|Rhodok Deserters
trp_rhodok_prison_guard|Guardia de la prisión
trp_rhodok_prison_guard_pl|Guardias de la prisión
trp_rhodok_castle_guard|Guardia del castillo
trp_rhodok_castle_guard_pl|Guardias del castillo
trp_sarranid_n_millet|Recluta dorniense
trp_sarranid_n_millet_pl|Reclutas dornienses
trp_sarranid_n_ajam|Hombre de armas dorniense
trp_sarranid_n_ajam_pl|Hombres de armas dornienses
trp_sarranid_n_cemaat|Hombre de armas veterano dorniense
trp_sarranid_n_cemaat_pl|Hombres de armas veteranos dornienses
trp_sarranid_n_jebelus|Escaramuzador dorniense
trp_sarranid_n_jebelus_pl|Escaramuzadores dornienses
trp_sarranid_n_yerliyya|Hombre de armas de élite dorniense
trp_sarranid_n_yerliyya_pl|Hombres de armas de élite dornienses
trp_sarranid_n_timariot|Ballestero dorniense
trp_sarranid_n_timariot_pl|Ballesteros dornienses
trp_sarranid_n_garip|Sargentos dorniense
trp_sarranid_n_garip_pl|Sargento dornienses
trp_dorne_troop_1|Ballestero veterano dorniense
trp_dorne_troop_1_pl|Ballesteros veteranos dornienses
trp_sarranid_n_yeniceri|Arquero dorniense a caballo
trp_sarranid_n_yeniceri_pl|Arquero dorniense a caballo
trp_sarranid_n_kapikula|Escaramuzador dorniense a caballo
trp_sarranid_n_kapikula_pl|Escaramuzador dorniense a caballo
trp_sarranid_n_uluteci|Caballero dorniense
trp_sarranid_n_uluteci_pl|Caballero dorniense
trp_sarranid_n_millet1|Recluta tormenta
trp_sarranid_n_millet1_pl|Recluta tormenta
trp_sarranid_n_ajam1|Hombre de armas tormenta
trp_sarranid_n_ajam1_pl|Hombres de armas tormenta
trp_sarranid_n_cemaat1|Hombre de armas veterano tormenta
trp_sarranid_n_cemaat1_pl|Hombres de armas veteranos tormenta
trp_sarranid_n_jebelus1|Arquero tormenta
trp_sarranid_n_jebelus1_pl|Arqueros tormenta
trp_sarranid_n_yerliyya1|Hombre de armas de élite tormenta
trp_sarranid_n_yerliyya1_pl|Hombres de armas de élite tormenta
trp_sarranid_n_timariot1|Arquero tormenta de tiro largo
trp_sarranid_n_timariot1_pl|Arquero tormenta de tiro largo
trp_sarranid_n_garip1|Sargento tormenta
trp_sarranid_n_garip1_pl|Sargentos tormenta
trp_stormlands_troop_1|Arquero veterano tormenta de tiro largo
trp_stormlands_troop_1_pl|Arqueros veteranos tormenta de tiro largo
trp_sarranid_n_yeniceri1|Caballero tormenta
trp_sarranid_n_yeniceri1_pl|Caballeros tormenta
trp_sarranid_n_kapikula1|Sargento montado tormenta
trp_sarranid_n_kapikula1_pl|Sargentos montados tormenta
trp_sarranid_n_uluteci1|Caballero pesado tormenta
trp_sarranid_n_uluteci1_pl|Caballeros pesados tormenta
trp_sarranid_n_millet2|Recluta norteño
trp_sarranid_n_millet2_pl|Reclutas norteños
trp_sarranid_n_ajam2|Piquero norteño
trp_sarranid_n_ajam2_pl|Piqueros norteños
trp_sarranid_n_cemaat2|Piquero veterano norteño
trp_sarranid_n_cemaat2_pl|Piqueros veteranos norteños
trp_sarranid_n_jebelus2|Arquero norteño
trp_sarranid_n_jebelus2_pl|Arqueros norteños
trp_sarranid_n_yerliyya2|Piquero de élite norteño
trp_sarranid_n_yerliyya2_pl|Piqueros de élite norteños
trp_sarranid_n_timariot2|Arquero veterano norteño
trp_sarranid_n_timariot2_pl|Arqueros veteranos norteños
trp_sarranid_n_garip2|Sargento norteño
trp_sarranid_n_garip2_pl|Sargentos norteños
trp_northern_troop_1|Arquero de élite norteño
trp_northern_troop_1_pl|Arqueros de élite norteño
trp_sarranid_n_yeniceri2|Hombre de armas norteño
trp_sarranid_n_yeniceri2_pl|Hombres de armas norteños
trp_sarranid_n_kapikula2|Sargento montado norteño
trp_sarranid_n_kapikula2_pl|Sargentos montados norteños
trp_sarranid_n_uluteci2|Hombre de armas veterano norteño
trp_sarranid_n_uluteci2_pl|Hombres de armas veteranos norteños
trp_sarranid_n_millet3|Recluta del valle
trp_sarranid_n_millet3_pl|Reclutas del valle
trp_sarranid_n_ajam3|Hombre de armas del valle
trp_sarranid_n_ajam3_pl|Hombres de armas del valle
trp_sarranid_n_cemaat3|Hombre de armas veterano del valle
trp_sarranid_n_cemaat3_pl|Hombres de armas veteranos del valle
trp_sarranid_n_jebelus3|Arquero del valle
trp_sarranid_n_jebelus3_pl|Arqueros del valle
trp_sarranid_n_yerliyya3|Hombre de armas de élite del valle
trp_sarranid_n_yerliyya3_pl|Hombres de armas de élite del valle
trp_sarranid_n_timariot3|Arquero del valle de tiro largo
trp_sarranid_n_timariot3_pl|Arquero del valle de tiro largo
trp_sarranid_n_garip3|Sargento del valle
trp_sarranid_n_garip3_pl|Sargentos del valle
trp_vale_troop_1|Arquero veterano del valle de tiro largo
trp_vale_troop_1_pl|Arqueros veteranos del valle de tiro largo
trp_sarranid_n_yeniceri3|Caballero del valle
trp_sarranid_n_yeniceri3_pl|Caballeros del valle
trp_sarranid_n_kapikula3|Sargento montado del valle
trp_sarranid_n_kapikula3_pl|Sargentos montados del valle
trp_sarranid_n_uluteci3|Caballero pesado del valle
trp_sarranid_n_uluteci3_pl|Caballeros pesados del valle
trp_sarranid_n_millet4|Piquero braavosi
trp_sarranid_n_millet4_pl|Piqueros braavosi
trp_sarranid_n_ajam4|Piquero veterano braavosi
trp_sarranid_n_ajam4_pl|Piqueros veteranos braavosi
trp_sarranid_n_cemaat4|Piquero de élite braavosi
trp_sarranid_n_cemaat4_pl|Piqueros de élite braavosi
trp_sarranid_n_jebelus4|Arquero braavosi
trp_sarranid_n_jebelus4_pl|Arqueros braavosi
trp_sarranid_n_yerliyya4|Archero braavosi
trp_sarranid_n_yerliyya4_pl|Archeros braavosi
trp_sarranid_n_timariot4|Arquero veterano braavosi
trp_sarranid_n_timariot4_pl|Arqueros veteranos braavosi
trp_sarranid_n_garip4|Mandoblero braavosi
trp_sarranid_n_garip4_pl|Mandobleros braavosi
trp_braavosi_troop_1|Ballestero braavosi
trp_braavosi_troop_1_pl|Ballesteros braavosi
trp_sarranid_n_yeniceri4|Hombre de armas veterano braavosi
trp_sarranid_n_yeniceri4_pl|Hombres de armas veteranos braavosi
trp_sarranid_n_kapikula4|Hombre de armas braavosi
trp_sarranid_n_kapikula4_pl|Hombres de armas braavosi
trp_sarranid_n_uluteci4|Hombre de armas de élite braavosi
trp_sarranid_n_uluteci4_pl|Hombres de armas de élite braavosi
trp_sarranid_n_millet5|Piquero ribereño
trp_sarranid_n_millet5_pl|Piqueros ribereños
trp_sarranid_n_ajam5|Piquero veterano ribereño
trp_sarranid_n_ajam5_pl|Piqueros veteranos ribereños
trp_sarranid_n_cemaat5|Piquero de élite ribereño
trp_sarranid_n_cemaat5_pl|Piqueros de élite ribereños
trp_sarranid_n_jebelus5|Arquero ribereño
trp_sarranid_n_jebelus5_pl|Arqueros ribereños
trp_sarranid_n_yerliyya5|Archero ribereño
trp_sarranid_n_yerliyya5_pl|Archeros ribereños
trp_sarranid_n_timariot5|Arquero veterano ribereño
trp_sarranid_n_timariot5_pl|Arqueros veteranos ribereños
trp_sarranid_n_garip5|Sargento ribereño
trp_sarranid_n_garip5_pl|Sargentos ribereños
trp_riverlands_troop_1|Ballestero ribereño
trp_riverlands_troop_1_pl|Ballesteros ribereños
trp_sarranid_n_yeniceri5|Caballero ribereño
trp_sarranid_n_yeniceri5_pl|Caballeros ribereños
trp_sarranid_n_kapikula5|Arquero a caballo ribereño
trp_sarranid_n_kapikula5_pl|Arqueros a caballo ribereños
trp_sarranid_n_uluteci5|Caballero pesado ribereño
trp_sarranid_n_uluteci5_pl|Caballeros pesados ribereños
trp_sarranid_n_millet8|Recluta rocadragón
trp_sarranid_n_millet8_pl|Reclutas rocadragón
trp_sarranid_n_ajam8|Hombre de armas rocadragón
trp_sarranid_n_ajam8_pl|Hombres de armas rocadragón
trp_sarranid_n_cemaat8|Hombre de armas veterano rocadragón
trp_sarranid_n_cemaat8_pl|Hombres de armas veteranos rocadragón
trp_sarranid_n_jebelus8|Arquero rocadragón
trp_sarranid_n_jebelus8_pl|Arqueros rocadragón
trp_sarranid_n_yerliyya8|Hombre de armas de élite rocadragón
trp_sarranid_n_yerliyya8_pl|Hombres de armas de élite rocadragón
trp_sarranid_n_timariot8|Arquero rocadragón de tiro largo
trp_sarranid_n_timariot8_pl|Arqueros rocadragón de tiro largo
trp_sarranid_n_garip8|Archero rocadragón
trp_sarranid_n_garip8_pl|Archeros rocadragón
trp_dragonstone_troop_1|Arquero veterano rocadragón de tiro largo
trp_dragonstone_troop_1_pl|Arqueros veteranos rocadragón de tiro largo
trp_sarranid_n_yeniceri8|Caballero rocadragón
trp_sarranid_n_yeniceri8_pl|Caballeros rocadragón
trp_sarranid_n_kapikula8|Sargento montado rocadragón
trp_sarranid_n_kapikula8_pl|Sargentos montados rocadragón
trp_sarranid_n_uluteci8|Caballero pesado rocadragón
trp_sarranid_n_uluteci8_pl|Caballeros pesados rocadragón
trp_sarranid_n_millet9|Recluta occidental
trp_sarranid_n_millet9_pl|Reclutas occidentales
trp_sarranid_n_ajam9|Hombre de armas occidental
trp_sarranid_n_ajam9_pl|Hombres de armas occidentales
trp_sarranid_n_cemaat9|Hombre de armas veterano occidental
trp_sarranid_n_cemaat9_pl|Hombres de armas veteranos occidentales
trp_sarranid_n_jebelus9|Arquero occidental
trp_sarranid_n_jebelus9_pl|Arqueros occidentales
trp_sarranid_n_yerliyya9|Hombre de armas de élite occidental
trp_sarranid_n_yerliyya9_pl|Hombres de armas de élite occidentales
trp_sarranid_n_timariot9|Arquero de tiro largo occidental
trp_sarranid_n_timariot9_pl|Arqueros detiro largo occidentales
trp_sarranid_n_garip9|Bisarmero occidental
trp_sarranid_n_garip9_pl|Bisarmeros occidentales
trp_westerlands_troop_1|Arquero veterano de tiro largo occidental
trp_westerlands_troop_1_pl|Arqueros veteranos de tiro largo occidentales
trp_sarranid_n_yeniceri9|Caballero occidental
trp_sarranid_n_yeniceri9_pl|Caballeros occidentales
trp_sarranid_n_kapikula9|Sargento montado occidental
trp_sarranid_n_kapikula9_pl|Sargentos montados occidentales
trp_sarranid_n_uluteci9|Caballero pesado occidental
trp_sarranid_n_uluteci9_pl|Caballeros pesados occidentales
trp_sarranid_n_millet10|Recluta del dominio
trp_sarranid_n_millet10_pl|Reclutas del dominio
trp_sarranid_n_ajam10|Recluta veterano del dominio
trp_sarranid_n_ajam10_pl|Reclutas veteranos del dominio
trp_sarranid_n_cemaat10|Archero del dominio
trp_sarranid_n_cemaat10_pl|Archeros del dominio
trp_sarranid_n_jebelus10|Ballestero del dominio
trp_sarranid_n_jebelus10_pl|Ballesteros del dominio
trp_sarranid_n_yerliyya10|Archero veterano del dominio
trp_sarranid_n_yerliyya10_pl|Archeros veteranos del dominio
trp_sarranid_n_timariot10|Ballestero veterano del dominio
trp_sarranid_n_timariot10_pl|Ballesteros veteranos del dominio
trp_sarranid_n_garip10|Archero de élite del dominio
trp_sarranid_n_garip10_pl|Archeros de élite del dominio
trp_reach_troop_1|Ballestero de élite del dominio
trp_reach_troop_1_pl|Ballesteros de élite del dominio
trp_sarranid_n_yeniceri10|Caballero del dominio
trp_sarranid_n_yeniceri10_pl|Caballeros del dominio
trp_sarranid_n_kapikula10|Sargento montado del dominio
trp_sarranid_n_kapikula10_pl|Sargentos montados del dominio
trp_sarranid_n_uluteci10|Caballero pesado del dominio
trp_sarranid_n_uluteci10_pl|Caballeros pesados del dominio
trp_sarranid_n_millet11|Lancero del hierro
trp_sarranid_n_millet11_pl|Lanceros del hierro
trp_sarranid_n_ajam11|Lancero veterano del hierro
trp_sarranid_n_ajam11_pl|Lanceros veteranos del hierro
trp_sarranid_n_cemaat11|Lancero de élite del hierro
trp_sarranid_n_cemaat11_pl|Lanceros de élite del hierro
trp_sarranid_n_jebelus11|Arquero del hierro
trp_sarranid_n_jebelus11_pl|Arqueros del hierro
trp_sarranid_n_yerliyya11|Hachero del hierro
trp_sarranid_n_yerliyya11_pl|Hacheros del hierro
trp_sarranid_n_timariot11|Arquero veterano del hierro
trp_sarranid_n_timariot11_pl|Arqueros veteranos del hierro
trp_sarranid_n_garip11|Arquero de élite del hierro
trp_sarranid_n_garip11_pl|Arqueros de élite del hierro
trp_sarranid_n_yeniceri11|Secuaz veterano del hierro
trp_sarranid_n_yeniceri11_pl|Secuaces veteranos del hierro
trp_sarranid_n_kapikula11|Secuaz del hierro
trp_sarranid_n_kapikula11_pl|Secuaces del hierro
trp_sarranid_n_uluteci11|Secuaz de élite del hierro
trp_sarranid_n_uluteci11_pl|Secuaces de élite del hierro
trp_sarranid_n_millet12|Piquero pentoshi
trp_sarranid_n_millet12_pl|Piqueros pentoshis
trp_sarranid_n_ajam12|Piquero veterano pentoshi
trp_sarranid_n_ajam12_pl|Piqueros veteranos pentoshis
trp_sarranid_n_cemaat12|Piquero de élite pentoshi
trp_sarranid_n_cemaat12_pl|Piqueros de élite pentoshis
trp_sarranid_n_jebelus12|Arquero pentoshi
trp_sarranid_n_jebelus12_pl|Arqueros pentoshis
trp_sarranid_n_yerliyya12|Escaramuzador pentoshi
trp_sarranid_n_yerliyya12_pl|Escaramuzadores pentoshis
trp_sarranid_n_timariot12|Arquero veterano pentoshi
trp_sarranid_n_timariot12_pl|Arqueros veteranos pentoshis
trp_sarranid_n_garip12|Arquero a caballo pentoshi
trp_sarranid_n_garip12_pl|Arqueros a caballo pentoshis
trp_sarranid_n_yeniceri12|Lancero a caballo pentoshi
trp_sarranid_n_yeniceri12_pl|Lanceros a caballo pentoshis
trp_sarranid_n_kapikula12|Espadachín pentoshi
trp_sarranid_n_kapikula12_pl|Espadachines pentoshis
trp_sarranid_n_uluteci12|Catafracta pentoshi
trp_sarranid_n_uluteci12_pl|Catafractas pentoshis
trp_sarranid_n_millet13|Arquero tyroshi
trp_sarranid_n_millet13_pl|Arqueros tyroshis
trp_sarranid_n_ajam13|Arquero veterano tyroshi
trp_sarranid_n_ajam13_pl|Arqueros veteranos tyroshis
trp_sarranid_n_cemaat13|Arquero de élite tyroshi
trp_sarranid_n_cemaat13_pl|Arqueros de élite tyroshis
trp_sarranid_n_jebelus13|Lancero tyroshi
trp_sarranid_n_jebelus13_pl|Lanceros tyroshis
trp_sarranid_n_yerliyya13|Lancero veterano tyroshi
trp_sarranid_n_yerliyya13_pl|Lanceros veteranos tyroshis
trp_sarranid_n_timariot13|Hachero tyroshi
trp_sarranid_n_timariot13_pl|Hacheros tyroshis
trp_sarranid_n_garip13|Voulgero tyroshi
trp_sarranid_n_garip13_pl|Voulgeros tyroshis
trp_sarranid_n_yeniceri13|Arquero veterano a caballo tyroshi
trp_sarranid_n_yeniceri13_pl|Arqueros veteranos a caballo tyroshis
trp_sarranid_n_kapikula13|Arquero a caballo tyroshi
trp_sarranid_n_kapikula13_pl|Arqueros a caballo tyroshis
trp_sarranid_n_uluteci13|Arquero de élite a caballo tyroshi
trp_sarranid_n_uluteci13_pl|Arqueros de élite a caballo tyroshis
trp_sarranid_n_millet14|Espadachín myriense
trp_sarranid_n_millet14_pl|Espadachines myrienses
trp_sarranid_n_ajam14|Espadachín veterano myriense
trp_sarranid_n_ajam14_pl|Espadachines veteranos myrienses
trp_sarranid_n_cemaat14|Escaramuzador myriense
trp_sarranid_n_cemaat14_pl|Escaramuzadores myrienses
trp_sarranid_n_jebelus14|Espadachín de élite myriense
trp_sarranid_n_jebelus14_pl|Espadachines de élite myrienses
trp_sarranid_n_yerliyya14|Arquero a caballo myriense
trp_sarranid_n_yerliyya14_pl|Arqueros a caballo myrienses
trp_sarranid_n_timariot14|Lancero myriense
trp_sarranid_n_timariot14_pl|Lanceros myrienses
trp_sarranid_n_garip14|Arquero veterano a caballo myriense
trp_sarranid_n_garip14_pl|Arqueros veteranos a caballo myrienses
trp_sarranid_n_yeniceri14|Ballestero veterano myriense
trp_sarranid_n_yeniceri14_pl|Ballesteros veteranos myrienses
trp_sarranid_n_kapikula14|Ballestero myriense
trp_sarranid_n_kapikula14_pl|Ballesteros myrienses
trp_sarranid_n_uluteci14|Ballestero de élite myriense
trp_sarranid_n_uluteci14_pl|Ballesteros de élite myrienses
trp_sarranid_n_millet15|Piquero lyseno
trp_sarranid_n_millet15_pl|Piqueros lysenos
trp_sarranid_n_ajam15|Piquero veterano lyseno
trp_sarranid_n_ajam15_pl|Piqueros veteranos lysenos
trp_sarranid_n_cemaat15|Piquero de élite lyseno
trp_sarranid_n_cemaat15_pl|Piqueros de élite lysenos
trp_sarranid_n_jebelus15|Escaramuzador lyseno
trp_sarranid_n_jebelus15_pl|Escaramuzadores lysenos
trp_sarranid_n_yerliyya15|Hachero lyseno
trp_sarranid_n_yerliyya15_pl|Hacheros lysenos
trp_sarranid_n_timariot15|Escaramuzador veterano lyseno
trp_sarranid_n_timariot15_pl|Escaramuzadores veteranos lysenos
trp_sarranid_n_garip15|Escaramuzador a caballo lyseno
trp_sarranid_n_garip15_pl|Escaramuzadores a caballo lysenos
trp_sarranid_n_yeniceri15|Arquero veterano a caballo lyseno
trp_sarranid_n_yeniceri15_pl|Arqueros veteranos a caballo lysenos
trp_sarranid_n_kapikula15|Arquero a caballo lyseno
trp_sarranid_n_kapikula15_pl|Arqueros a caballo lysenos
trp_sarranid_n_uluteci15|Arquero de élite a caballo lyseno
trp_sarranid_n_uluteci15_pl|Arqueros de élite a caballo lysenos
trp_sarranid_n_millet16|Arquero a caballo volantino
trp_sarranid_n_millet16_pl|Arqueros a caballo volantinos
trp_sarranid_n_ajam16|Arquero veterano a caballo volantino
trp_sarranid_n_ajam16_pl|Arqueros veteranos a caballo volantinos
trp_sarranid_n_cemaat16|Arquero de élite a caballo volantino
trp_sarranid_n_cemaat16_pl|Arqueros de élite a caballo volantinos
trp_sarranid_n_jebelus16|Escaramuzador a caballo volantino
trp_sarranid_n_jebelus16_pl|Escaramuzadores a caballo volantinos
trp_sarranid_n_yerliyya16|DO NOT USE
trp_sarranid_n_yerliyya16_pl|DO NOT USE
trp_sarranid_n_timariot16|DO NOT USE
trp_sarranid_n_timariot16_pl|DO NOT USE
trp_sarranid_n_garip16|DO NOT USE
trp_sarranid_n_garip16_pl|DO NOT USE
trp_sarranid_n_yeniceri16|Lancero veterano volantino
trp_sarranid_n_yeniceri16_pl|Lanceros veteranos volantinos
trp_sarranid_n_kapikula16|Lancero volantino
trp_sarranid_n_kapikula16_pl|Lanceros volantinos
trp_sarranid_n_uluteci16|Catafracta volantino
trp_sarranid_n_uluteci16_pl|Catafractas volantinos
trp_sarranid_n_millet17|Lancero norvoshi
trp_sarranid_n_millet17_pl|Lanceros norvoshis
trp_sarranid_n_ajam17|Lancero veterano norvoshi
trp_sarranid_n_ajam17_pl|Lanceros veteranos norvoshis
trp_sarranid_n_cemaat17|Lancero de élite norvoshi
trp_sarranid_n_cemaat17_pl|Lanceros de élite norvoshis
trp_sarranid_n_jebelus17|Escaramuzador norvoshi
trp_sarranid_n_jebelus17_pl|Escaramuzadores norvoshis
trp_sarranid_n_yerliyya17|Hachero norvoshi
trp_sarranid_n_yerliyya17_pl|Hacheros norvoshis
trp_sarranid_n_timariot17|Arquero norvoshi
trp_sarranid_n_timariot17_pl|Arqueros norvoshis
trp_sarranid_n_garip17|Arquero veterano norvoshi
trp_sarranid_n_garip17_pl|Arqueros veteranos norvoshis
trp_sarranid_n_yeniceri17|Lancero norvoshi
trp_sarranid_n_yeniceri17_pl|Lanceros norvoshis
trp_sarranid_n_kapikula17|Arquero a caballo norvoshi
trp_sarranid_n_kapikula17_pl|Arqueros a caballo norvoshis
trp_sarranid_n_uluteci17|Catafracta norvoshi
trp_sarranid_n_uluteci17_pl|Catafractas norvoshis
trp_sarranid_n_millet18|Arquero lorathi
trp_sarranid_n_millet18_pl|Arqueros lorathis
trp_sarranid_n_ajam18|Arquero veterano lorathi
trp_sarranid_n_ajam18_pl|Arqueros veteranos lorathis
trp_sarranid_n_cemaat18|Arquero de élite lorathi
trp_sarranid_n_cemaat18_pl|Arqueros de élite lorathis
trp_sarranid_n_jebelus18|Archero lorathi
trp_sarranid_n_jebelus18_pl|Archeros lorathis
trp_sarranid_n_yerliyya18|Archero veterano lorathi
trp_sarranid_n_yerliyya18_pl|Archeros veteranos lorathis
trp_sarranid_n_timariot18|Hachero lorathi
trp_sarranid_n_timariot18_pl|Hacheros lorathis
trp_sarranid_n_garip18|Archero de élite lorathi
trp_sarranid_n_garip18_pl|Archeros de élite lorathis
trp_sarranid_n_yeniceri18|Arquero veterano a caballo lorathi
trp_sarranid_n_yeniceri18_pl|Arqueros veteranos a caballo lorathis
trp_sarranid_n_kapikula18|Arquero a caballo lorathi
trp_sarranid_n_kapikula18_pl|Arqueros a caballo lorathis
trp_sarranid_n_uluteci18|Arquero de élite a caballo lorathi
trp_sarranid_n_uluteci18_pl|Arqueros de élite a caballo lorathis
trp_sarranid_n_millet19|Recluta de las hermanas
trp_sarranid_n_millet19_pl|Reclutas de las hermanas
trp_sarranid_n_ajam19|Lancero de las hermanas
trp_sarranid_n_ajam19_pl|Lanceros de las hermanas
trp_sarranid_n_cemaat19|Lancero veterano de las hermanas
trp_sarranid_n_cemaat19_pl|Lanceros vetarons de las hermanas
trp_sarranid_n_jebelus19|Arquero de las hermanas
trp_sarranid_n_jebelus19_pl|Arqueros de las hermanas
trp_sarranid_n_yerliyya19|Lancero de élite de las hermanas
trp_sarranid_n_yerliyya19_pl|Lanceros de élite de las hermanas
trp_sarranid_n_timariot19|Arquero veterano de las hermanas
trp_sarranid_n_timariot19_pl|Arqueros veteranos de las hermanas
trp_sarranid_n_garip19|Arquero de élite de las hermanas
trp_sarranid_n_garip19_pl|Arqueros de élite de las hermanas
trp_sarranid_n_yeniceri19|Secuaz veterano de las hermanas
trp_sarranid_n_yeniceri19_pl|Secuaces veteranos de las hermanas
trp_sarranid_n_kapikula19|Secuaz de las hermanas
trp_sarranid_n_kapikula19_pl|Secuaces de las hermanas
trp_sarranid_n_uluteci19|Secuaz de élite de las hermanas
trp_sarranid_n_uluteci19_pl|Secuaces de élite de las hermanas
