dlga_start:lco_conversation_end|Tady jsi.
dlga_member_lady_2a:close_window|Ah, budu si muset užít cesty o trochu déle tedy. Nebudu si stěžovat. Nakonec je projížďka venku zábavnější, než sedět na hradě celý den. Víš, závidím ti. Můžeš takhle žít pořád.
dlga_member_lady_2b:close_window|To je dobrá zpráva. Ne, že by se mi nelíbila tvá společnost, ale chybí mi trocha toho pohodlí. I tak mě mrzí, že tě brzy opustím. Musíš mi slíbit, že mě navštívíš, až budeš moci.
dlga_member_chat:supported_pretender_talk|Zdravím, {playername}, můj první a prvořadý vazale. Čekám na tvou radu. 
dlga_supported_pretender_pretalk:supported_pretender_talk|Ještě něco?
dlga_supported_pretender_talk:pretender_progress|Co si myslíš o našem dosavadním postupu?
dlga_pretender_progress:pretender_progress_2|{reg11?Máme {reg11} {s0} na své straně:Nemáme se sebou žádné {s0}}, zatímco {reg21?{s9} stále má {reg21} {s0} podporujících {reg0?ji:ho}:{s9} nemá žádně věrné {s0}}. {reg19?Vládneme{reg13?{reg13} městům:} {reg14?{reg14} hradům:} {reg15?a {reg15} vesnicím:}:Nevládneme v žádných sídlech}, zatímco {reg29?vládnou v {reg23?{reg23} městech:} {reg24?{reg24} hradech:} {reg25?a {reg25} vesnicích:}:oni nemají žádlná sídla}. Celkově, {s30}.
dlga_pretender_progress_2:supported_pretender_pretalk|Pak musíme pokračovat v boji a shromáždit naše spojence!
dlga_pretender_progress_2:pretender_quit_rebel_confirm|Vypadá to, že tahle revolta nikam vedeme. Musíme se vzdát.
dlga_pretender_quit_rebel_confirm:pretender_quit_rebel_confirm_2|{playername}, teď mě nemůžeš opustit. Myslíš to vážně?
dlga_pretender_quit_rebel_confirm_2:pretender_quit_rebel_confirm_3|Ano myslím. Už tě nemohu více podporovat.
dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|Jen jsem {žertoval/žertovala}. Budu bodovat, dokud neuspějeme.
dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|Jsi si tím {jistý/jistá}? Nikdy ti nezapomenu, pokud mě teď zradíš.
dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|Jsem si {jistý/jistá}.
dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|Nech mě si to promyslet.
dlga_pretender_quit_rebel:close_window|Tak budiž. Pak je mé hnutí ztraceno. Je tu poslední věc, kterou mohu udělat. Odejdu odsud a už se nevrátím. Až odejdu, můžeš se pokusit sjednat mír s {s4}.
dlga_supported_pretender_talk:supported_pretender_equip|{reg65?Má paní:Můj pane}, necháš mě zkontrolovat tvé vybavení?
dlga_supported_pretender_equip:supported_pretender_pretalk|Jistě, tady to je...
dlga_supported_pretender_talk:pretneder_view_char_requested|Pokud vám to nevadí, můžete mi říct o vašich dovednostech?
dlga_pretneder_view_char_requested:supported_pretender_pretalk|Nuže dobrá.
dlga_supported_pretender_talk:supported_pretender_grant_fief|Navrhuji, aby {ses rozhodl/si se rozhodla}, kdo dostane léno, jemuž nikdo nevládne.
dlga_supported_pretender_grant_fief:supported_pretender_grant_fief_select|Které máš na mysli?
dlga_supported_pretender_grant_fief_select:supported_pretender_grant_fief_choose_recipient|{s4}
dlga_supported_pretender_grant_fief_choose_recipient:center_captured_rebellion|A kdo by to měl získat?
dlga_supported_pretender_grant_fief_select:supported_pretender_pretalk|Zapomeň na to.
dlga_supported_pretender_talk:close_window|Pokračujme, vaše milosti.
dlga_do_member_trade:member_talk|Ještě něco?
dlga_member_pretalk:member_talk|Ještě něco?
dlga_member_chat:member_talk|Ano?
dlga_member_talk:member_direct_campaign|Jako maršál chci poslat zprávu všem vazalům říše.
dlga_member_talk:member_talk_about_books|Promluvme si o četbě.
dlga_member_talk_about_books:player_talk_about_books|No, co chceš dělat?
dlga_player_talk_about_books:member_exchange_books|Vyměníme si pár knih.
dlga_member_exchange_books:member_exchange_books_type|Dobrá, které chceš vyměnit?
dlga_member_exchange_books_type:member_exchange_readable_books|Knihy pro čtení.
dlga_member_exchange_books_type:member_exchange_reference_books|Příručky.
dlga_member_exchange_books_type:member_talk_about_books|Zapomeň na to.
dlga_member_exchange_readable_books:member_exchange_readable_books_1|Dobře, tak tedy knihy pro čtení.
dlga_member_exchange_reference_books:member_exchange_reference_books_1|Dobře, tak tedy příručky.
dlga_member_exchange_readable_books_1:member_take_back_readable_books|Vzít si {s1}({s2}).
dlga_member_exchange_readable_books_1:member_give_away_readable_books|Odevzdat {s1}({s2}).
dlga_member_exchange_readable_books_1:member_talk_about_books|Zapomeň na to.
dlga_member_take_back_readable_books:member_exchange_readable_books_1|Dobrá.
dlga_member_give_away_readable_books:member_exchange_readable_books_1|Dobrá.
dlga_member_exchange_reference_books_1:member_take_back_reference_books|Vzít si {s1}.
dlga_member_exchange_reference_books_1:member_give_away_reference_books|Odevzdat {s1}.
dlga_member_exchange_reference_books_1:member_talk_about_books|Zapomeň na to.
dlga_member_take_back_reference_books:member_exchange_reference_books_1|Dobrá.
dlga_member_give_away_reference_books:member_exchange_reference_books_1|Dobrá.
dlga_player_talk_about_books:member_read_books|Chci aby sis přečetl tu knihu, kterou jsem ti {dal/dala}.
dlga_member_read_books:member_select_read_books|Dobře, kterou knihu chceš abych to přečetl?
dlga_member_select_read_books:member_read_books_begin|{s1}.
dlga_member_select_read_books:member_talk_about_books|Dobrá.
dlga_member_read_books_begin:member_select_read_books|Omlouvám, tu nemohu číst. {s1}
dlga_member_read_books_begin:member_select_read_books.1|Omlouvám se, ale tu už jsem četl. {s1}
dlga_member_read_books_begin:member_select_read_books.2|Dobrá, přečtu si ji, když budu mít čas.
dlga_player_talk_about_books:member_tell_read_books_condition|Řekni mi, jak jsi na tom se čtením?
dlga_member_tell_read_books_condition:member_tell_read_books_condition_1|{reg4?Přečetl jsem: {s0}:Zatím jsem nic nepřečetl}.^{reg1?Právě čtu: {s1}, a jsem na:{reg2}.{reg3}%:Právě teď nic nečtu}.
dlga_member_tell_read_books_condition_1:member_talk_about_books|To je vše co jsem {chtěl/chtěla} vědět.
dlga_player_talk_about_books:member_chat|Zapomeň na to.
dlga_member_talk:member_personal_talk|Chci si promluvit o tvém vybavení.
dlga_member_personal_talk:member_personal_action|Co chceš dělat?
dlga_member_personal_action:member_transfer_inventory|Dej mi vše co máš v inventáři.
dlga_member_transfer_inventory:do_member_personal_action|Dobře, jak si přeješ.
dlga_member_personal_action:member_equipment|Podívám se na tvou výstroj.
dlga_member_equipment:do_member_personal_action|Dobrá, tady to je...
dlga_member_personal_action:member_inventory|Nech mě se podívat do tvého inventáře.
dlga_member_inventory:do_member_personal_action|Dobrá, tady to je...
dlga_member_personal_action:member_chat|Zapomeň na to.
dlga_do_member_personal_action:member_personal_action|Ještě něco?
dlga_member_talk:view_member_char_requested|Co mi můžeš říct o svých dovednostech?
dlga_view_member_char_requested:do_member_view_char|No, tady to všechno je...
dlga_member_talk:member_separate|Musíme se na chvíli rozdělit.
dlga_member_separate:close_window|Dobrá, vrátím se zpět ke svým žáležitostem.
dlga_member_separate:member_separate_confirm|Opravdu? No nebudu tu jen tak postávat. Podívám se do měst, jestli nenajdu jinou práci. Opravdu to chceš?
dlga_member_separate:companion_quitting|Vlastně tu je něco, co ti musím povědět.
dlga_member_separate_confirm:member_separate_yes|Přesně, musíme se rozdělit.
dlga_member_separate_confirm:do_member_trade|Ne, raději bych tě {měl/měla} po svém boku.
dlga_member_separate_yes:close_window|Dobrá, já odcházím. Pokud mne budeš potřebovat, najdi si mě.
dlga_member_talk:member_question|Chci se tě na něco zeptat.
dlga_member_talk:close_window|Zapomeň na to.
dlga_member_question:member_question_2|Dobrá, co to bude?
dlga_member_question_2:member_morale|Co si myslíš o tom, jak to funguje v naší družině?
dlga_member_question_2:member_background_recap|Řekni mi znovu svůj příběh.
dlga_member_question_2:member_kingsupport_1|Předpokládám, že víš, že se chci stát {králem/královnou} této země?
dlga_member_question_2:member_intelgathering_1|Máš nějaká spojení, která bychom mohli využít v náš prospěch?
dlga_member_question_2:member_fief_grant_1|Chtěl by ses stát pánem sídla?
dlga_member_morale:do_member_trade|{s21}
; dlga_member_background_recap:member_background_recap_33|{s5}
; dlga_member_background_recap_33:member_background_recap_3|{s5}
dlga_member_background_recap_3:do_member_trade|Už není co víc říct.
dlga_do_member_view_char:member_talk|Ještě něco?
dlga_member_kingsupport_1:do_member_trade|Um... Ano, zaslechl jsem něco.
dlga_member_kingsupport_1:member_kingsupport_1a|{s21}
dlga_member_kingsupport_1a:member_kingsupport_2|Podpořil bys mě tedy v mém úmysle?
dlga_member_kingsupport_1a:do_member_trade|Dobře, budu si to pamatovat.
dlga_member_kingsupport_2:do_member_trade|Rozhodně ano, {s21}. Dokonce mám i nápad jak bych ti mohl pomoci získat trůn. Ale nedávno jsi {poslal/poslala} {s22} s podobným úkolem. Možná bude lepší pár týdnů počkat, ať nepoutáme příliš mnoho pozornosti.
dlga_member_kingsupport_2:member_kingsupport_2a|{s21}
dlga_member_kingsupport_2a:member_kingsupport_3|{s21}
dlga_member_kingsupport_2a:do_member_trade|{s21}
dlga_member_kingsupport_3:member_kingsupport_3a|{s21}
dlga_member_kingsupport_3a:member_kingsupport_4|Velmi dobře, tak to udělej.
dlga_member_kingsupport_3a:do_member_trade|Na druhou stranu, raději zůstaň se mnou.
dlga_member_kingsupport_4:close_window|Tak tedy na viděnou, {s21}.
dlga_member_intelgathering_1:member_intelgathering_3|{s21}
dlga_member_intelgathering_3:member_intelgathering_3|Samozřejmě, čím méně lidí o tom ví, tím lépe. Pokud budeš chtít získat informace, nebo mě odvolat, neposílej žádné posly. Přijď přímo ty, i kdyby to mělo znamenat, že se budeš muset proplížit branami.
dlga_member_intelgathering_3:member_intelgathering_4|Skvělí nápad, udělej to.
dlga_member_intelgathering_3:do_member_trade|Vlastně, zadrž na chvíli.
dlga_member_intelgathering_4:close_window|Dobrá, měl bych do pěti dnů mít připravené hlášení. Na viděnou, {s21}.
dlga_merchant_quest_4_start:close_window|Je čas chlapy! Vzhůru na ně!
dlga_start:relative_saved_1a|Děkuji ti! Díky ti, {můj pane/má paní}, že jsi mě {zachránil/zachránila} před těmi zloduchy. Poslal tě můj bratr z {s9}?
dlga_relative_saved_1a:close_window|Ano, {slíbil/slíbila} jsem mu, že tě najdu. Radím ti, abys ses co nejrychleji vrátil ke své rodině a buď cestou opatrný.
dlga_start:bandit_leader_1a|Ne! Prosím, ušetři mě! Nech mě jít a já odsud zmizím na míle daleko. Naučím se počestnému obchodu, a už o mě nikdy neuslyšíš.
dlga_bandit_leader_1a:bandit_leader_1b|Ušetřím tě, ale na oplátku chci informace. Buď ty, nebo tví přátelé jste unesli bratra jednoho z obchodníků ve městě. Řekni mi, kde ho schováváte a slib, že už nebudeš lidem v okolí působit žádné potíže, pak budeš moci odejít.
dlga_start:looter_leader_1|Co chceš?
dlga_looter_leader_1:looter_leader_2|Vás jsem {hledal/hledala}. Řekni mi kde držíte vězně a nechám vás jít.
dlga_looter_leader_1:close_window|Zapomeň na to. Nechám vás jít.
dlga_looter_leader_2:looter_leader_3|Hah! Ty vězně pustím ,jen pokud zaplatíš výkupné. {Přinesl/Přinesla} jsi zlato?
dlga_looter_leader_3:close_window|Ne, ale mám se sebou ocel.
dlga_bandit_leader_1b:close_window|Oh, nechť ti bohové požehnají {můj pane/má paní}. Neublížili jsme jim. Držíme je ve skrýši poblíž Bouřného konce. Popíšu ti tu oblast do detailu, aby si to {nemohl/nemohla} minout...
dlga_start:rescue_prisoner_succeed_2|{playername}, {zachránil/zachránila} jsi {reg4?ji/ho}! Mnohokrát ti děkuji, že jsi {přivedl/přivedla} {s11} zpátky ke mně. Prosím, vezmi si tuhle trochu zlata, za tvůj šlechetný čin.
dlga_rescue_prisoner_succeed_2:lord_pretalk|Vždy je ctí pomoci, {s65}.
dlga_start_up_quest_1_next:close_window|Jsi v pořádku? No myslím, že... jsi na živu, alespoň. Nejsem si jistý, že se to dá říci i o ostatních. Alespoň je o pár zlodějů méně, i když Otec ví, že nebyli poslední... Pojďme si raději promluvit uvnitř, je tu takový chlad ve vzduchu, bez kterého bych se obešel.
dlga_start:merchant_quest_2a|Skvělá práce. {Najal/Najala} jsi dost mužů, aby se vypořádali s bandity. Teď... pocestní z {s9} mi řekli, že je tu skupina zlodějů, čekajících před městem. Myslím si, že jsou ze stejné bandy, která unesla mého bratra. Najdi je a zabij, ale ujisti se, že ti prozradí svůj úkryt.
dlga_start:merchant_quest_3a|Takže, {zjistil/zjistila} jsi, kde drží mého bratra? Skvělé. Myslel jsem si, že mám dobrý odhad na lidi a v tobě jsem se nespletl. Jsi {muž/žena} co dokončí svou práci. Teď běž a zachraň ho!
dlga_start:merchant_quest_3b|No... můj bratr už je doma a v bezpečí. Nejsem si jistý co s ním dělat, možná ho poslat do Starého města, nebo ho poslat k bratrům na Tichém ostrově. Tak alespoň, když ho někdo zmlátí na ulici, nikdo nemůže říct, že je to moje vina. Ale to už se tě netýká. Tady je zbytek tvojí odměny. Zasloužíš si ji.
dlga_merchant_quest_3b:merchant_quest_4a|Ty peníze mi přijdou vhod a jsem {rád/ráda}, že jsem {posloužil/posloužila}.
dlga_merchant_quest_4a:merchant_quest_4b|Dobře... máš zájem si přivydělat ještě něco navíc?
dlga_merchant_quest_4b:merchant_quest_4b1|Možná. o potřebuješ?
dlga_merchant_quest_4b1:merchant_quest_4b2|Pamatuješ si jak jsem ti říkal, že ti bandité mají někoho uvnitř? Myslím, že vím kdo to je. Je to kapitán stráží, bohužel. Před pár měsíci tenhle kapitán viděl kolik naše obchody vynáší, tak se rozhodl půjčit si nějaké peníze a investovat do karavany. Bohužel si, stejně jako mnozí začátečníci, neuvědomil, že s velkým ziskem přichází i velký risk. Investoval všechny peníze do nejdražších komodit a ta karavana byla samozřejmě napadena a okradena. On přišel o všechno.
dlga_merchant_quest_4b2:merchant_quest_4b3|Kvůli tomu se náš kapitán rozhodl přejít k darebáctví, aby si vykompenzoval své štěstí. Asi bych se zachoval stejně, kdybych se při Sedmi zadlužil a ztroskotal. Teď si každý kapitán platí několik zlodějů, kteří o informují o těch ostatních, ale tenhle kapitán si je rozhodl se s nimi domluvit v plném rozsahu. Přivede je do města, nechá je dělat co se jim zlíbí a pak si od nich bere podíl z kořisti. Slyšel jsi už, že se pytlík stal hajným? No, v tomhle nešťastném světě, se občas hajný stane pytlákem. Naštěstí je zde stále několik statečných a čestným mužů z hlídky, kteří mi řekli jak to tu chodí.
dlga_merchant_quest_4b3:merchant_quest_4b4|Teď... tady je můj plán. Mohl bych to přednést {s4}, ale to by jen znamenalo vyšetřování. Mé slovo proti kapitánovu a svědci mohou být podplaceni a důkazy zničeny. Nebo bude celá záležitost zapomenuta, kdyby zrovna nepřítel překročil naše hranice a já bych za ty potíže dostal akorát tak nůž do zad. V časech války se oči {s0} upírají daleko od {reg4?jejího:jeho} sídla a občané trpí. Takže mám jiný nápad. Dám dohromady malou skupinou měšťanů z mých lidí, nebo těch, kteří již rukou banditů trpěli a vrazíme do kapitánova domu a v řetězech ho předvedeme před {s4} a doufám, že i s několika zajatými bandity, kteří to budou moci vše vysvětlit.
dlga_merchant_quest_4b4:merchant_quest_4b5|Vše co potřebuji je někdo, kdo by je mohl vést do bitvy a nenapadá mě nikdo lepší než ty. Takže, co na to říkáš?
dlga_merchant_quest_4b5:merchant_quest_4b6|Jak můžu vědět, že mi říkáš pravdu?
dlga_merchant_quest_4b6:merchant_quest_4b7|Oh, no, je možné, že jsem našel tucet banditů, kteří by položili život, aby procházejícímu cizinci dali falešný dojem života ve starém {s4} (Lepé jsem to nepřeložil)... Hádám, že si nemůžeš být {jistý/jistá}, jestli mluvím pravdu, ale určitě už víš, že je mé zlato je pravé a mám tu dalších 100 kusů, nebo možná trochu víc, které čekají, až pro mne uděláš tuhle poslední laskavost. Takže co říkáš?
