dlga_start:lco_conversation_end|Buyrun.
; dlga_pretender_progress:pretender_progress_2|{reg11?We have {reg11} {s0} on our side:We have no {s0} with us yet}, whereas {reg21?{s9} still has {reg21} {s0} supporting {reg0?her:him}:{s9} has no loyal {s0} left}. {reg19?We control {reg13?{reg13} towns:} {reg14?{reg14} castles:} {reg15?and {reg15} villages:}:We don't control any settlements}, while {reg29?they have {reg23?{reg23} towns:} {reg24?{reg24} castles:} {reg25?and {reg25} villages:}:they have no remaining settlements}. Overall, {s30}.
; dlga_pretender_progress_2:supported_pretender_pretalk|Then, we must keep fighting and rally our supporters!
; dlga_pretender_progress_2:pretender_quit_rebel_confirm|It seems this rebellion is not going anywhere. We must give up.
; dlga_pretender_quit_rebel_confirm:pretender_quit_rebel_confirm_2|{playername}, you can't abandon me now. Are you serious?
; dlga_pretender_quit_rebel_confirm_2:pretender_quit_rebel_confirm_3|Indeed, I am. I can't support you any longer.
; dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|I was jesting. I will fight for you until we succeed.
; dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|Are you absolutely sure? I will never forgive you if you abandon my cause.
; dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|I am sure.
; dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|Let me think about this some more.
; dlga_pretender_quit_rebel:close_window|So be it. Then my cause is lost. There is only one thing to do for me now. I will go from these lands and never come back. With me gone, you may try to make your peace with {s4}.
; dlga_supported_pretender_talk:supported_pretender_equip|{reg65?My lady:My lord}, would you allow me to check out your equipment?
; dlga_supported_pretender_equip:supported_pretender_pretalk|Very well, it's all here...
; dlga_supported_pretender_talk:pretneder_view_char_requested|If it would please you, can you tell me about your skills?
; dlga_pretneder_view_char_requested:supported_pretender_pretalk|Well, all right.
; dlga_supported_pretender_talk:supported_pretender_grant_fief|I suggest that you decide who should hold a fief that does not have a lord.
; dlga_supported_pretender_grant_fief:supported_pretender_grant_fief_select|Which fief did you have in mind?
; dlga_supported_pretender_grant_fief_select:supported_pretender_grant_fief_choose_recipient|{s4}
; dlga_supported_pretender_grant_fief_choose_recipient:center_captured_rebellion|And who should receive it?
; dlga_supported_pretender_grant_fief_select:supported_pretender_pretalk|Never mind.
; dlga_supported_pretender_talk:close_window|Let us keep going, your grace.
; dlga_do_member_trade:member_talk|Anything else?
; dlga_member_pretalk:member_talk|Anything else?
; dlga_member_chat:member_talk|Yes?
; dlga_member_talk:member_direct_campaign|As marshal, I wish you to send a message to the vassals of the realm
; dlga_member_talk:member_talk_about_books|Let's talk about books.
; dlga_member_talk_about_books:player_talk_about_books|Well, what do you want to do? 
; dlga_player_talk_about_books:member_exchange_books|Let us exchange books.
; dlga_member_exchange_books:member_exchange_books_type|Very well, what kind of books do you want to exchange?
; dlga_member_exchange_books_type:member_exchange_readable_books|Readable books.
; dlga_member_exchange_books_type:member_exchange_reference_books|Reference books.
; dlga_member_exchange_books_type:member_talk_about_books|Never mind.
; dlga_member_exchange_readable_books:member_exchange_readable_books_1|Very well, let's exchange readable books.
; dlga_member_exchange_reference_books:member_exchange_reference_books_1|Very well, let's exchange reference books.
; dlga_member_exchange_readable_books_1:member_take_back_readable_books|Take back {s1}({s2}).
; dlga_member_exchange_readable_books_1:member_give_away_readable_books|Give away {s1}({s2}).
; dlga_member_exchange_readable_books_1:member_talk_about_books|Never mind.
; dlga_member_take_back_readable_books:member_exchange_readable_books_1|OK, very well.
; dlga_member_give_away_readable_books:member_exchange_readable_books_1|OK, very well.
; dlga_member_exchange_reference_books_1:member_take_back_reference_books|Take back {s1}.
; dlga_member_exchange_reference_books_1:member_give_away_reference_books|Give away {s1}.
; dlga_member_exchange_reference_books_1:member_talk_about_books|Never mind.
; dlga_member_take_back_reference_books:member_exchange_reference_books_1|OK, very well.
; dlga_member_give_away_reference_books:member_exchange_reference_books_1|OK, very well.
; dlga_player_talk_about_books:member_read_books|I want you to read a book which I had gave to you.
; dlga_member_read_books:member_select_read_books|Very well, which book do you want me to read? 
; dlga_member_select_read_books:member_read_books_begin|{s1}.
; dlga_member_select_read_books:member_talk_about_books|OK.
; dlga_member_read_books_begin:member_select_read_books|I am sorry that I can't read {s1}.
; dlga_member_read_books_begin:member_select_read_books.1|I am sorry that I have already read {s1}.
; dlga_member_read_books_begin:member_select_read_books.2|OK, I will read {s1} whenever I have the time.
; dlga_player_talk_about_books:member_tell_read_books_condition|Tell me about the condition of your reading.
; dlga_member_tell_read_books_condition:member_tell_read_books_condition_1|{reg4?I have read these books: {s0}:I have read no books}.^{reg1?I am currently reading: {s1}, reading progress:{reg2}.{reg3}%:I am not reading any books now}.
; dlga_member_tell_read_books_condition_1:member_talk_about_books|That's all I needed to know.
; dlga_player_talk_about_books:member_chat|Never mind.
; dlga_member_talk:member_personal_talk|I'd like to ask you something about your equipment.
; dlga_member_personal_talk:member_personal_action|What do you want to do?
; dlga_member_personal_action:member_transfer_inventory|Give me all items in your inventory.
; dlga_member_transfer_inventory:do_member_personal_action|Ok, at your will.
; dlga_member_personal_action:member_equipment|Let me see your equipment.
; dlga_member_equipment:do_member_personal_action|Very well, it's all here...
; dlga_member_personal_action:member_inventory|Let me see your inventory.
; dlga_member_inventory:do_member_personal_action|Very well, it's all here...
; dlga_member_personal_action:member_chat|Never mind.
; dlga_do_member_personal_action:member_personal_action|Anything else?
; dlga_member_talk:view_member_char_requested|What can you tell me about your skills?
; dlga_view_member_char_requested:do_member_view_char|All right, let me tell you...
; dlga_member_talk:member_separate|We need to separate for a while.
; dlga_member_separate:close_window|Very well, I will return to managing my own estate.
; dlga_member_separate:member_separate_confirm|Oh really? Well, I'm not just going to wait around here. I'm going to go to the towns to look for other work. Is that what you want?
; dlga_member_separate:companion_quitting|Well, actually, there was something I needed to tell you.
; dlga_member_separate_confirm:member_separate_yes|That's right. We need to part ways.
; dlga_member_separate_confirm:do_member_trade|No, I'd rather have you at my side.
; dlga_member_separate_yes:close_window|Well. I'll be off, then. Look me up if you need me.
; dlga_member_talk:member_question|I'd like to ask you something.
; dlga_member_talk:close_window|Never mind.
; dlga_member_question:member_question_2|Very well. What did you want to ask?
; dlga_member_question_2:member_morale|How do you feel about the way things are going in this company?
; dlga_member_question_2:member_background_recap|Tell me your story again.
; dlga_member_question_2:member_kingsupport_1|I suppose you know that I aspire to be {king/queen} of this land?
; dlga_member_question_2:member_intelgathering_1|Do you have any connections that we could use to our advantage?
; dlga_member_question_2:member_fief_grant_1|Would you be interested in holding a fief?
; dlga_member_morale:do_member_trade|{s21}
; dlga_member_background_recap:member_background_recap_33|{s5}
; dlga_member_background_recap_33:member_background_recap_3|{s5}
; dlga_member_background_recap_3:do_member_trade|There's not much more to tell.
; dlga_do_member_view_char:member_talk|Anything else?
; dlga_member_kingsupport_1:do_member_trade|Um... Yes. I had heard.
; dlga_member_kingsupport_1:member_kingsupport_1a|{s21}
; dlga_member_kingsupport_1a:member_kingsupport_2|Would you then support my cause?
; dlga_member_kingsupport_1a:do_member_trade|Very good. I shall keep that in mind.
; dlga_member_kingsupport_2:do_member_trade|I would, {s21}. Moreover, I have a proposal on how I might help you attain your throne. But you recently sent {s22} off on a similar mission. Perhaps we should wait for a couple of weeks to avoid drawing too much attention to ourselves.
; dlga_member_kingsupport_2:member_kingsupport_2a|{s21}
; dlga_member_kingsupport_2a:member_kingsupport_3|{s21}
; dlga_member_kingsupport_2a:do_member_trade|{s21}
; dlga_member_kingsupport_3:member_kingsupport_3a|{s21}
; dlga_member_kingsupport_3a:member_kingsupport_4|Very good. You do that
; dlga_member_kingsupport_3a:do_member_trade|On second thought, stay with me for a while
; dlga_member_kingsupport_4:close_window|Farewell then, {s21}, for a little while
; dlga_member_intelgathering_1:member_intelgathering_3|{s21}
; dlga_member_intelgathering_3:member_intelgathering_3|Of course, as few people should know of this as possible. If you want to collect the information, or pull me out, then don't send a messenger. Come and get me yourself -- even if that means you have to sneak through the gates.
; dlga_member_intelgathering_3:member_intelgathering_4|Splendid idea -- you do that.
; dlga_member_intelgathering_3:do_member_trade|Actually, hold off for now.
; dlga_member_intelgathering_4:close_window|Good. I should be ready to report in about five days. Farewell then, {s21}, for a little while.
; dlga_merchant_quest_4_start:close_window|It's time, lads! Up and at them!
; dlga_start:relative_saved_1a|Thank you! Thank you, {my lord/my lady}, for rescuing me from those fiends. Did my brother in {s9} put you onto their track?
; dlga_relative_saved_1a:close_window|Yes. I told him that I would find you. I advise you to return to your family as quickly as you can -- and be careful on the road.
; dlga_start:bandit_leader_1a|Ay! Spare me! Spare my life! Let me go, and I'll go far away from here, and learn an honest trade, and you'll never hear of me again!
; dlga_bandit_leader_1a:bandit_leader_1b|I'll spare your life -- but in exchange, I want information. Either you or your mates kidnapped the brother of a prominent merchant in town. Tell me where you're hiding him, and give me your word that you'll stop troubling the people of these parts, and you can go free.
; dlga_start:looter_leader_1|What do you want?
; dlga_looter_leader_1:looter_leader_2|I've been looking for you. Tell me where you keep your prisoners, and I'll let you go.
; dlga_looter_leader_1:close_window|Nothing. We'll leave you in peace.
; dlga_looter_leader_2:looter_leader_3|Hah! Those prisoners are only going free if you pay their ransom. Did you bring any silver?
; dlga_looter_leader_3:close_window|No, but I brought steel.
; dlga_bandit_leader_1b:close_window|Oh bless you, {my lord/my lady}. May the Seven bless you! We've done the lad no harm. We've been keeping him in our hideout near Storm's End. I'll describe the area nearby in detail, so there's no mistaking it...
; dlga_start:rescue_prisoner_succeed_2|{playername}, you saved {reg4?her:him}! Thank you ever so much for rescuing my {s11}. Please, take this as some small repayment for your noble deed.
; dlga_rescue_prisoner_succeed_2:lord_pretalk|Always an honour to serve, {s65}.
; dlga_start_up_quest_1_next:close_window|Are you all right? Well.... I guess you're alive, at any rate. I'm not sure that we can say the same for the other fellow. That's one less thief to trouble our streets at night, although the Father knows he won't be the last.... Anyway, let's talk more inside, there's a chill to the air I'd rather be without.
; dlga_start:merchant_quest_2a|Splendid work. You have hired enough men to take on the bandits. Now -- travellers entering {s9} have told us that there is a small group of robbers lurking on the outside of town. I suspect that they are all from the same band, the one that took my brother. Hunt them down and defeat them, and make them disclose the location of their lair!
; dlga_start:merchant_quest_3a|So, you've found out where they hid my brother? Splendid work. I flatter myself that I'm a fine judge of character, and you look to be a {man/woman} who can get things done. Now, go out and save his unworthy hide!
; dlga_start:merchant_quest_3b|Well... My brother is home safe. I'm not sure what to do with him -- maybe pack him off to Oldtown, or have him join the brothers on the Quiet Isle. That way, if he gets knocked on the head in a street brawl, no one can say it's my fault. But that's not your problem. Here's the rest of your reward. It was well-earned.
; dlga_merchant_quest_3b:merchant_quest_4a|The money is most welcome, and I am glad to have been of service
; dlga_merchant_quest_4a:merchant_quest_4b|Good! Now... Are you interested in making some more?
; dlga_merchant_quest_4b:merchant_quest_4b1|Possibly. What do you need?
; dlga_merchant_quest_4b1:merchant_quest_4b2|Remember how I told you that the bandits had an ally inside the walls? I think I know who it is -- the captain of the watch, no less. Some months ago this captain, seeing the amount of profit we merchants were making from trade across the frontiers, decided to borrow some money to sponsor a caravan. Unfortunately, like many who are new to commerce, he failed to realize that great profit only comes with great risk. So he sank all his money into the most expensive commodities, and of course his caravan was captured and looted, and he lost everything.
; dlga_merchant_quest_4b2:merchant_quest_4b3|As a consequence, it seems, our captain turned to villainy to recoup his fortune. I supposed I'd do the same if, the Seven forbid, I ever faced indebtedness and ruination. Now, any watch captain worth his salary will have a few thieves and robbers on his payroll, to inform on the rest, but our captain decides to employ these bastards wholesale. He brings them into the town, lets them do as they will, and takes a share of their take. You've heard of poachers turning gamekeepers? Well, in this unfortunate world, sometimes gamekeepers will turn poacher. Luckily, there's are still a few brave, honest souls in the watch who've told me how he works.
