str_no_string|AUCUNE CHAÎNE !
str_battle_fate_3|J'ai été assommé par l'ennemi
str_battle_fate_4|J'ai été capturé pour être échangé contre une rançon
str_battle_fate_5|J'ai été capturé mais j'ai finalement réussi à m'enfuir
str_npc_morale_report|Je suis {s6} du choix de vos compagnons, {s7} de votre style de commandement  et {s8} de l'état général des affaires. 
str_happy|satisfait
str_content|content
str_concerned|ravi
str_not_happy|loin d'être satisfait
str_miserable|attristé
str_morale_reg1| Moral : {reg1}
str_bar_enthusiastic|                   Enthousiaste
str_bar_content|              Content
str_bar_weary|          Fatigué
str_bar_disgruntled|     Maussade
str_bar_miserable|  Malheureux
str_here_plus_space|ici 
str_npc1_intro|Bonjour, voyageur. Je suis Sire Kanut Bannside.
str_npc2_intro|Bonjour. Auriez-vous la gentillesse d'accepter de boire un verre avec moi ? Je n'ai plus que quelques deniers à dépenser et je préférerais les partager avec quelqu'un.
str_npc3_intro|Bien le bonjour!
str_npc4_intro|Je suis Graznon zo Paton, fils de Grazhnak zo Paton, qui était le fils de Graznon zo Paton de la plus ancienne et magnifique maison de Paton, de la majestueuse ville de Astapor.
str_npc5_intro|Salutations, {voyageur/voyageuse}. Voulez-vous vous joindre à moi pour vider une pinte de bière?
str_npc6_intro|Bonjour. Vous semblez être un {fameux guerrier/guerrière hors pair}, vous ne seriez pas à la recherche d'une solde par hasard?
str_npc7_intro|Oui. Mais ne m'approchez pas !
str_npc8_intro|Que voulez-vous ?
str_npc9_intro|Vous là-bas, auriez-vous la gentillesse d'aller me chercher un autre verre?
str_npc10_intro|Bonjour, mon ami. Puis-je vous proposer une partie de cyvasse?
str_npc11_intro|Salutations {jeune homme/jeune fille}, prenez un verre avec moi.
str_npc12_intro|Salutations, {voyageur/voyageuse}. Par hasard, seriez-vous assez aimable pour me donner un coup de main?
str_npc13_intro|Salutations, {voyageur/voyageuse}. Je suis Ser Matrim Osgrey, chevalier, et le fils de Ser Edwyn Osgrey de Standfast.
str_npc14_intro|Oui? Que voulez-vous?
str_npc15_intro|Oh! Dites, l'ami, allez-vous, par hasard, bientôt sortir de la ville?
str_npc16_intro|Bonjour. D'après votre apparence, je dirais que vous vous préparez à combattre dans un proche avenir. Êtes-vous, par hasard, à la recherche d'un peu d'aide?
str_npc17_intro|Oh comme il a volé haut! Et tombé si bas! Puis il est mort! Et les vers se sont rués sur lui!
str_npc18_intro|Je vous en prie, aidez-moi! Ils me poursuivent!
str_npc19_intro|...}
str_npc20_intro|Oui? Que voulez-vous?
str_npc21_intro|Que le Père Tout Puissant ait pitié de vous, je sens que vous êtes un grand pécheur!
str_npc22_intro|Qu'est-ce que vous regardez? Laissez-moi seul avec mon désespoir!
str_npc23_intro|Bonjour, étranger. Bienvenue à la taverne! Attention aux ivrognes, hum!
str_npc24_intro|Eh, Quoi?
str_npc25_intro|La chair est si douce, si facile à découper, à séparer de la peau, la peau à être déshabillée, à tresser, si agréable à tresser en lanières, si gentilles, si rouges sont les gouttes qui tombent...
str_npc26_intro|Que voulez-vous.
str_npc1_intro_response_1|Bienvenue, Ser Kanut. Que fait un preux chevalier dans une taverne aussi minable?
str_npc2_intro_response_1|Que vous est-il arrivé?
str_npc3_intro_response_1|Bonjour.
str_npc4_intro_response_1|Hum... Je n'ai jamais entendu parler de la Famille de Paton.
str_npc5_intro_response_1|Certainement. Avec qui ai -je l'honneur de boire?
str_npc6_intro_response_1|Peut-être qui êtes-vous?
str_npc7_intro_response_1|Pardonnez-moi, mais puis-je savoir à qui ai-je l'honneur de parler?
str_npc8_intro_response_1|Simplement pour passer le temps, si vous avez un peu de temps libre. Voulez-vous vous joindre à moi pour boire un verre?
str_npc9_intro_response_1|Vous devez me confondre avec le tavernier, Pentoshi.
str_npc10_intro_response_1|Je suis désolé, je n'ai pas la moindre connaissance des règles.
str_npc11_intro_response_1|En quel honneur ?
str_npc12_intro_response_1|Cela dépend...
str_npc13_intro_response_1|Bienvenue, Ser Matrim. Qu'est-ce qu'un noble chevalier de Standfast peut bien faire dans une taverne comme cela?
str_npc14_intro_response_1|Je veux juste passer le temps avec {un compagnon/une compagne} de voyage, si vous le permettez.
str_npc15_intro_response_1|En effet, puis-je vous demander en quoi cela vous concerne?
str_npc16_intro_response_1|Possible, présentez-vous, je vous prie.
str_npc17_intro_response_1|Vous semblez être un de ces gars un peu délirants, n'est-ce pas?
str_npc18_intro_response_1|Qui est après vous?
str_npc19_intro_response_1|Puis-je vous aider?
str_npc20_intro_response_1|Vous semblez être un soldat. Que faites-vous tout seul?
str_npc21_intro_response_1|Peut-être. Mais qui êtes-vous pour me juger?
str_npc22_intro_response_1|Désespoir? Mais que vous est-il arrivé?
str_npc23_intro_response_1|Merci, ma dame. Pouvez-vous me parler de vous?
str_npc24_intro_response_1|Rien, vraiment. Qui êtes-vous?
str_npc25_intro_response_1|Que faites-vous?
str_npc26_intro_response_1|Qui êtes-vous?
str_npc1_intro_response_2|Je vous souhaite de passer une bonne journée, Ser.
str_npc2_intro_response_2|J'ai mieux à faire.
str_npc3_intro_response_2|Foutez-moi le camp et vite. Je n'ai pas de temps à perdre à discuter.
str_npc4_intro_response_2|Hein? Non merci, je suis occupé.
str_npc5_intro_response_2|Je n'ai pas le temps.
str_npc6_intro_response_2|Non, n'insistez pas.
str_npc7_intro_response_2|Soit, alors je ne vous ennuierai pas.
str_npc8_intro_response_2|Rien du tout, à part plaisanter. Bonne journée à vous.
str_npc9_intro_response_2|Chercher vous-même!
str_npc10_intro_response_2|Je suis trop occupé{/e}, pas de temps à perdre à plaisanter.
str_npc11_intro_response_2|Non merci.
str_npc12_intro_response_2|Désolé, mais j'ai bien peur d'être pris par d'autres occupations.
str_npc13_intro_response_2|Très bien... comme c'est... formidable.
str_npc14_intro_response_2|Non pas encore, et ca ne m'intéresse guerre d'ailleurs, adieu.
str_npc15_intro_response_2|Cela ne vous regarde pas, adieu.
str_npc16_intro_response_2|Cela ne vous regarde pas.
str_npc17_intro_response_2|Très bien, et alors?
str_npc18_intro_response_2|Je ne suis pas là pour protéger un étranger. Disparaissez.
str_npc19_intro_response_2|Hé bien. Bonjour chez vous.
str_npc20_intro_response_2|Rien, je suis désolé de vous avoir dérangé.
str_npc21_intro_response_2|J'imagine que prier pour l'Etranger serait plus approprié, vu la façon dont vous insultez vos supérieurs.
str_npc22_intro_response_2|Je suis désolé. Je ne vous dérangerai plus.
str_npc23_intro_response_2|Je vais m'occuper des ivrognes.
str_npc24_intro_response_2|Passons.
str_npc25_intro_response_2|Passons.
str_npc26_intro_response_2|Passons.
str_npc1_backstory_a|Eh bien, c'est une histoire pesante ...
str_npc2_backstory_a|Il s'agit d'un conte tragique, asseyez-vous et écoutez.
str_npc3_backstory_a|Vous semblez être un homme de guerre, Ser, par hasard, auriez-vous besoin d'un jeune écuyer?
str_npc4_backstory_a|Vraiment? Eh bien, peut-être que vous pourrez être pardonné, vu le bâtard sauvage que vous êtes. Nos terres ancestrales se trouvent loin à l'est, dans la Baie des Esclavagistes.
str_npc5_backstory_a|Je suis Ser Felton Flowers, l'ancien Maître d'arme de l'Eyrie.
str_npc6_backstory_a|Je suis Martyn Snow, un bâtard né dans le Nord. Je suis aussi un épéiste, pour moi c'est plus important que ma naissance.
str_npc7_backstory_a|Vous avez l'honneur de parler à Ser Jasper Rivers, fils de Ser Stevron Frey, fils légitime de sire Walder Frey, Seigneur de Crossing.
str_npc8_backstory_a|Ah. Eh bien, ça me semble plutôt bien. Je vais vous rejoindre avec plaisir. Vous payez combien?
str_npc9_backstory_a|Mes plus humbles excuses. Il est parfois difficile de reconnaître les gens au milieu de la fumée et l'obscurité. Je ne peux toujours pas croire que je dois habiter dans un tel endroit. Je n'ai vraiment pas de chance!
str_npc10_backstory_a|Eh bien, quelle honte, je trouve que le jeu garde mon esprit éveillé. Dites, par hasard, vous n'avez pas besoin d'un officier dans votre compagnie? Je me retrouve dans l'impossibilité de faire usage de mes formidables poumons pour crier à gorge déployée afin de faire aligner les rangs.
str_npc11_backstory_a|Hé oui, l'année dernière j'ai gagné le concours de tir à l'arc organisé par le Seigneur Hightower, et depuis j'ai traîné ma bosse à travers le monde!
str_npc12_backstory_a|Je vais vous raconter; bien que je sache que c'est une histoire de grande iniquité. Je vous préviens à l'avance, de peur que vous soyez d'un tempérament colérique, et ainsi devenir irrité de l'injustice qui m'a été faite, je ne veux pas vous nuire.
str_npc13_backstory_a|Je suis le cinquième fils de mon père, Ser Edwyn, et comme tel, il me semble peu probable d'être un jour un riche hériter. Alors, j'ai voyagé dans le monde ces huit derniers mois, en essayant de trouver un noble Seigneur à qui je pourrais jurer allégeance. C'est devenu comme une tradition que les plus jeunes fils de la famille Osgrey de partir le jour où ils reçoivent leur blason, ma famille s'est avérée être tout à fait fertile, hé! J'ai des oncles, des grands-oncles, des neveux et des frères en abondance. Malgré son grand âge, Walder Frey a engendré une progéniture qui pourrait rivaliser avec celle d'une douzaine de chats, mais mon père est à la moitié de son âge, et de nature consanguines!
str_npc14_backstory_a|Très bien. Je ne m'en occupe pas. Mon nom est Drollo.
str_npc15_backstory_a|Je suis ingénieur, formé dans la grande ville de Braavos, et je suis spécialisé dans les fortifications. Si vous avez besoin d'un mur renforcé, je peux le faire, à condition que j'ai le temps nécessaire. Si vous avez besoin d'un mur construit en contre-fort, je peux le faire aussi, mais il me faudra plus de temps et cela vous coûtera plus cher. Et pas question de réduire les coûts,  sauf si vous voulez que votre nouvel édifice s'écroule sur vous, je vous le garanti.
str_npc16_backstory_a|Voyez-vous capitaine, aussi loin que je me souvienne j'ai toujours eu un faible pour les jolies choses, et cela m'a souvent mis dans le pétrin. Vous comprenez.
str_npc17_backstory_a|Oh tant pis moi, j'étais juste en train de composer un poème voluptueux sur le grand sénéchal, l'illustre Qohor, Legon Legon Walqous, une sangsue-vampire de bas étage qui a gagné son rang pendant le règne du tyran Nelbous Losnon.
str_npc18_backstory_a|Mon père, mon frère, le Chef du village... Tout le monde! Tous me cherchaient depuis que je m'étais enfui. Je vous le dis, je suis innocent, tous les bâtards ne sont pas des bandits!
str_npc19_backstory_a|Hum...
str_npc20_backstory_a|Comme tout soldat solitaire, je suis à la recherche d'un emploi.
str_npc21_backstory_a|Oh, je suis le plus grand des pécheurs! Issu d'une grande lignée de pécheurs! La famille Parren était autrefois pieuse et juste, jusqu'à ce que mon ancêtre la déshonore à Lys, en rejoignant dans son exil, Aerion Brightfire. Quand Aerion mourut après avoir provoqué un feu de forêt, mon ancêtre a poussé ses valets à faire la même chose et a été le responsable du grand incendie qui a détruit le quartier ouest de la ville.
str_npc22_backstory_a|Ce sont ces chevaliers maudits... Ils m'ont ruiné! L'aristocratie n'est composée que  de voleurs et de vulgaires bandits, c'est la vérité. Quelle folie, comment ai-je pu leur faire confiance! je suis allé les voir pour leur demander de protéger ma famille vis à vis de  n'importe quel ennemi. J'ai eu la pire des expérience, en fait ce sont eux qui sont les plus à craindre. Et dire que nous les considérons comme des gens de naissance noble! N'importe quel animal de basse-cour est de meilleure naissance qu'eux!
str_npc23_backstory_a|Je peux le faire, je peux! Mais je suis sûre que ma mère serait beaucoup plus instruite que moi. Je suis plus un combattante qu'une savante, comme toutes les autres femmes de ma famille. Nous sommes trop occupées à repousser les hommes.
str_npc24_backstory_a|Mon nom est Roderick. Les gens m'appellent Roddy. Du moins, les gens de King's Landing. Je ne sais pas si quelqu'un le sait par ici. Tout le monde à King's Landing connaissait mon nom. «Où vas-tu Roddy?», qu'ils disaient: «l'homme le plus courageux de tous les gardes de la ville». Puis ce fils de pute de Tywin Lannister, est venu et a saccagé la ville.
str_npc25_backstory_a|LE SANG EST SI ROUGE! SI ROUGE! Si doux, si doux et jolis, de jolis cris et de beaux hurlements, ils crient, hurlent votre chanson, des hurlements mélodieux...
str_npc26_backstory_a|Je suis Caul, ancien chef des Moineaux rouges!
str_npc1_backstory_b|J'ai participé au grand tournoi de Harrenhal, il y a bien longtemps, on appelait cette époque «l'année du faux printemps», j'ai eu pas mal de chance. Cependant, dans ma dernière joute, j'ai accidentellement tué le neveu du vieux Seigneur Vance. Il n'y a pas de plus grand déshonneur pour un chevalier, et chaque seigneur et dame du royaume en a était témoin ce jour-là.
