qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Bodyguards_allows_yo|L'option "Gardes du corps" permet à vos compagnons de VOUS servir de gardes du corps en ville et dans les villages. Le nombre de gardes du corps dépend de la compétence 'commandement' de votre personnage et de sa renommée.
qstr_The_Weather_Proficie|L'Handicap lié aux conditions Météorologiques baissent les compétences d'armes de tir à distance de toutes les troupes. Imaginez qu'en cours de bataille tombe un épais brouillard, une pluie drue ou de la neige, ou l'obscurité d'une nuit froide, cela donnera un effet réaliste et diminuera l'efficacité  des tirs à l'arc.
qstr_Disabling_NPC_Compla|Désactiver les "Doléances des Compagnons" annulera les plaintes de vos compagnons ou de tout autre personnage ainsi que vos décisions. Cependant, cela ne modifiera pas les conséquences de leurs avis.
qstr_The_cheat/debug_mode|En activant le mode Triche/Debug affichera des options comme le 'Menu de Triche' dans le  Menu de votre Camp et des options supplémentaires dans la fenêtre des Rapports.
qstr_Keys_Configuration|Cofiguration des 'Raccourcis' clavier.
qstr_Press_Esc_to^^Disabl|Presser Esc pour^^Désactiver une touche
qstr_DeathCam_Mouse_Sensi|Sensibilité de la souri "Caméra Post-KO'
qstr_OK|OK
qstr_Reset|Réinitialiser
qstr_Mod_Options|Options du Mod
qstr_Press_a_key|Presser une touche
qstr_{s10}___Formation_ty|{s10} - Ordres de Formation
qstr_{s11}___Weapon_order|{s11} - Ordres de Tir
qstr_{s12}___Shield_order|{s12} - Ordres de Protection
qstr_{s13}___Attack_order|{s13} - Ordres d'Attaque
qstr_{s10}___Ranks|{s10} - En Rangs
qstr_{s11}___Shieldwall|{s11} - En Mur de Boucliers
qstr_{s12}___Wedge|{s12} - En Pointe
qstr_{s13}___Square|{s13} - En Carré
qstr_{s14}___No_Formation|{s14} - En Ligne
qstr_{s15}___Escape_Menu|{s15} - Retour au Menu
qstr_{s11}___One_Handers|{s11} - Arme à Une-Main
qstr_{s12}___Two_Handers|{s12} - Armes à deux-Mains
qstr_{s13}___Polearms|{s13} - Armes d'Hast
qstr_{s14}___Ranged|{s14} - Armes de Tir
qstr_{s11}___Use_Shields|{s11} - Utilisez vos boucliers
qstr_{s12}___No_Shields|{s12} - Rangez vos boucliers
qstr_{s13}___Free|{s13} - Armes de votre choix
qstr_{s10}___End_Order|{s10} - Fin des ordres
qstr_{s11}___Skirmish|{s11} - Escarmouche
qstr_{s12}___Volley_Fire|{s12} - Tir de Volée
qstr_{s13}___Brace_Polear|{s13} - Armes d'hast renforcée
qstr_DeathCam|Caméra Post-KO
qstr_Camera|Camera
qstr_Follow|Suivez-moi
qstr_Free|Libre
qstr_Troop_Assignments|Organiser les Troupes
qstr_Split_Troops_into_Se|Muter des Troupes dans la 2ème Division:
qstr_Troops_by^_Primary_D|Troupes par catégorie ^ Première Division
qstr_#_in^Main_Division|# dans ^Division Principale
qstr_Show/^Hide|Afficher/^Cacher
qstr_#_in^Secondary_Divis|# dans ^Deuxième Division
qstr_Secondary^Division|Deuxième^Division
qstr_Disabled|Désactivé
qstr_Split_Active|Mutation Active
qstr_Clear_All|Effacer tout
qstr_Discard_Changes|Annuler les modifications
qstr_Save|Sauvegarder
qstr_CURRENT_COMMANDER_S_|RAPPORT COMMANDANT ACTUEL
qstr_Your_Commander:_{s19|Votre Commandant: {s19}
qstr_Commander_Relation:_|Relation du Commandant: {reg0}
qstr_Enlisted_Faction:_{s|Nouvelles recrues de la Faction: {s20}
qstr_Current_Rank:_{s21}|Rang Actuel: {s21}
qstr_N/A|N/A
qstr_Experience_to_next_p|Expérience pour la future promotion: {s1}
qstr_Days_in_service:_{re|Nombre de jours en service: {reg20}
qstr_Current_Wage:_{reg23|Salaire Actuel: {reg23} dragons d'or.
qstr_Next_Pay/Promotion_d|Prochain salaire/Jour promotion: {s25}
qstr_Army_size:_{reg26}|Taille de l'Armée: {reg26}
qstr_Commander_s_Army|Commandant de l'armée
qstr_Player_s_Kingdom|Royaume du joueur
qstr_Kingdom_of_Swadia|Royaume de Swadia
qstr_Kingdom_of_Vaegirs|Royaume des Vaegirs
qstr_Khergit_Khanate|Khanate des Khergit
qstr_Kingdom_of_Nords|Royaume des Nords
qstr_Kingdom_of_Rhodoks|Royaume des Rhodoks
qstr_Sarranid_Sultanate|Sultanat desSarranid
qstr_DEBUG__KMT_:_Object_|DEBUG (KMT): Object choisi est {reg1}.  Valeur  {reg2}.
qstr_a_septon|un septon
qstr_a_dothraki_warrior|un guerrier dothraki
qstr_a_landed_knight|un chevalier ruiné
qstr_a_novice|un novice
qstr_a_noble_in_training|un noble entraîné
qstr_a_courtier|un courtier
qstr_a_mummer|un mime
qstr_a_student_at_the_cit|un étudiant de la citadelle
qstr_a_singer|un chanteur
qstr_a_begging_brother|un frère de la mendicité
qstr_a_sellsword|un épéiste
qstr_a_bravo|un brave
qstr_a_pit_fighter|un guerrier cruel
qstr_a_outlaw|un hors la loi
qstr_a_slave_trader|un marchand d'esclave
qstr_religious_fervor|un fanatique religieux
qstr_sense_of_duty|le sens du devoir
qstr_Gender_option_change|Option Genre modifié en option {reg1}.
qstr_Father_background_op|Option Histoire du Père modifiée en option {reg1}.
qstr_Early_life_option_ch|Option Histoire Enfance modifié en option {reg1}.
qstr_Later_life_option_ch|Option de la vie d'après modifiée en option {reg1}.
qstr_Reason_option_change|Option motivations modifiées en option {reg1}.
qstr_ERROR:_No_valid_troo|ERREUR: Pas d'arbre de troupes valide sélectionné.
qstr_Troop_tree_changed_t|Arbre de troupes modifié en option {reg1?Agrandi ou Remodellé:Native} Arbres [ {reg1} ].
qstr_Option:_Fog_of_War_h|Option: Brouillard de Guerre a été  {reg1?ACTIVE:désactivé} [ {reg1} ].
qstr_Option:_Gathering_co|Option: Rassembler tous les compagnons a été {reg1?ACTIVE:désactivé} [ {reg1} ].
qstr_Option:_Starting_reg|Option: Région de départ a été programmé à {s2} [{reg1}].
qstr__near_{s10}|près de {s10}
qstr_Your_recruiter_who_w|Votre chargé de mission qui devait recruter {reg10} homme(s) pour {s13} a été vaincu par {s10}!
qstr_Your_caravan_sending|Votre caravane envoyée à {s12} et {s13} a été vaincue par {s10}!
qstr_Your_messenger_on_th|Votre messager qui faisait route vers {s13} a été intercepté et tué {s10} !
qstr_Your_soldiers_patrol|Vos hommes qui patrouillaient aux alentours de {s13} ont été attaqués et battus {s10} !
qstr_A_scout_trying_to_ga|Un espion qui tentait de rassembler des informations à {s13} a été repéré et exécuté{s10} !
qstr_{s1}_of_the_{s3}_was|{s1} du {s3} a été vaincu mais a réussi à s'enfuir.
qstr_{s1}_is_now_a_prison|{s1} est à présent prisonnier de {s2}.
qstr_{s54}_is_a_claimant_|{s54} est prétendant au trône du {s56}. 
qstr_nowhere|Nulle part 
qstr_{s57}_and_{s58}|{s57} et {s58} 
qstr_{reg3?She:He}|{reg3?Elle:Il} 
qstr_The_town_of_{s50}|La ville de {s50} 
qstr_The_village_of_{s50}|Le village de {s50} près de {s52} 
qstr_{s51}_belongs_to_{s1|{s51} appartient au {s1} du {s2}. C'est là que vous avez établi votre court.^ 
qstr_{s51}_belongs_to_{s1}|{s51} appartient au {s1} du {s2}. C'est là qu'{reg0?elle:il} a établi sa court.^
qstr_{s51}_belongs_to_{s1}_|{s51} appartient au {s1} du {s2}. C'est là qu'{reg0?elle:il} a établi sa maison.^
qstr_{s51}_belongs_to_{s1}_o|{s51} appartient au {s1} du {s2}.^
qstr_{s51}_belongs_to_{s2|{s51} appartient à {s2} mais n'a pas encore été accordé à un seigneur.^
qstr_{s51}_belongs_to_{s2}|{s51} appartient à {s2} . ^
qstr_{s2}Its_market_town_|Le bourg de {s2} est {s8}.^
qstr_{s7}_and_{s8}|{s7} et {s8} 
qstr_{s2}It_has_no_villag|{s2} n'a pas de village.^ 
qstr_{s2}{reg0?Its_villag|{s2}{reg0?Ses fiefs sont:Son fief est} {s8}.^ 
qstr_{s2}Its_prosperity_i|{s2}Sa Prospérité est: {s50} 
qstr_{s7}_{s8}|{s7}, {s8}
qstr_noone|Personne 
qstr_{s9}_and_{s10}|{s9} et {s10} 
qstr_{s9}_{s10}|{s9}, {s10}
qstr_{s5}_has_been_defeat|Le {s5} a été vaincu ! 
qstr_{s7}_opened_the_gate|{s7} a ouvert les portes
qstr_{s7}_closed_the_gate|{s7} a fermé les portes 
qstr_+{reg1}_to_party_mor|+{reg1} au moral du groupe 
qstr_{reg1}_to_party_mora|{reg1} au moral du groupe 
qstr_tactics|tactiques
qstr_persuasion|persuasion
qstr_leadership|commandement
qstr_intelligence|intelligence
qstr_prisoner_management|gestion des prisonniers
qstr_trade|commerce
qstr_weapon_mastery|maître d'armes
qstr_engineer|ingénieur
qstr_charisma|charisme
qstr_looting|pillage
qstr_first_aid|premier secours
qstr_spotting|repérage
qstr_path_finding|connaissance du terrain
qstr_+1_to_{s1}_after_rea|+1 to {s1} après lecture
qstr_Requires_{reg1}_inte|Pour lire ce livre il vous faut {reg1} en intelligence 
qstr_Reading_Progress:^{p|Progression de lecture:^{playername}:{reg1}.{reg2}%
qstr_{s0}^{s1}:{reg1}.{re|{s0}^{s1}:{reg1}.{reg2}%
qstr_wound_treament|gestion des vivres
qstr_trainer|mentor
qstr_surgery|chirurgie
qstr_pathfinding|connaissance du terrain
qstr_+1_to_{s1}_while_in_|+1 à la compétence {s1} si dans l'inventaire 
qstr__^| ^
qstr_price:_base_price*{r|prix: base des prix*{reg1}.{reg2}
qstr__2_speed^_2_maneuver|-2 vitesse^-2 manoeuvre
qstr__5_speed^_5_maneuver|-5 vitesse^-5 manoeuvre
qstr_+3_armor^+4_charge^+|+3 armure^+4 charge^+10 points de vie
qstr__1_requirement_of_ri|-1 obligatoire d'équitation
qstr_+1_requirement_of_ri|+1 necessaire d'équitation^+5 de points de vie
qstr_+1_speed^+1_armor^+1|+1 vitesse^+1 armure^+1 charge
qstr_+2_requirement_of_ri|+2 nécessaire d'équitation^+2 vitesse^+2 armure^+2 charge
qstr__56_hit_points^_4_re|-56 de points de vie^-4 résistance
qstr__26_hit_points^_2_re|-26 de points de vie^-2 résistance
qstr_+47_hit_points^+2_re|+47 de points de vie^+2 résistance
qstr_+83_hit_points^+4_re|+83 de points de vie^+4 résistance
qstr___| -
qstr__+| +
qstr_{reg1?{s1}{reg4}_to_|{reg1?{s1}{reg4} haut de l'armure^:}{reg2?{s1}{reg4} corps de l'armure^:}{reg3?{s1}{reg4} bas de l'armure:}
qstr_{reg1?_5_swing_damag|{reg1?-5 dommage en swing^:}{reg2?-5 dommage en estoc^:}
qstr_{reg1?_3_swing_damag|{reg1?-3 dommage en swing^:}{reg2?-3 dommage en estoc^:}
qstr_{reg1?_3_swing_damage|{reg1?-3 dommage en swing^:}{reg2?-3 dommage en estoc^:}-3 vitesse
qstr_{reg1?_1_swing_damag|{reg1?-1 dommage swing^:}{reg2?-1 dommage en estoc^:}
qstr_{reg1?+3_swing_damag|{reg1?+3 dommage swing^:}{reg2?+3 dommage estoc^:}+3 vitesse
qstr_{reg1?+4_swing_damag|{reg1?+4 dommage swing^:}{reg2?+4 dommage estoc^:}
qstr_{reg1?+5_swing_damag|{reg1?+5 dommage swing^:}{reg2?+5 dommage estoc^:}+1 vitesse{reg3?^+4 nécessite force:}
qstr_{reg1?+2_swing_damag|{reg1?+2 dommage swing^:}{reg2?+2 dommage estoc^:}-2 vitesse{reg3?^+1 nécessite force:}
qstr__5_damage|-5 dommage
qstr__3_damage^_3_speed|-3 dommage^-3 vitesse
qstr_+3_damage^_3_speed{r|+3 dommage^-3 vitesse{reg3?^+2 nécessite de puiss. de tir:}
qstr_+5_damage^+1_speed{r|+5 dommage^+1 vitesse{reg3?^+4 nécessite de puiss. de tir:}
qstr_+13%_max_ammo|+13% max munition
qstr_+2_damage^_2_speed{r|+2 dommage^-2 vitesse{reg3?^+1 nécessite de puiss. de tension:}
qstr_+3_damage^+3_speed|+3 dommage^+3 vitesse
qstr__3_damage|-3 dommage
qstr_Move_here|Aller ici
qstr_View_notes|Voir les notes
qstr_Accompany|Accompagner
qstr__{s61}_{s62}_| {s61}({s62})
qstr_killed|tués 
qstr_wounded|blessés 
qstr_{s0}^TOTAL:_{reg3}__|{s0}^TOTAL: {reg3} ({s2})
qstr_^None|^Aucun 
qstr_nothing|Aucun 
qstr_{reg0}_village{reg1?|{reg0} village{reg1?s:}
qstr_{reg0}_castle{reg1?s|{reg0} château{reg1?x:} 
qstr_{reg0}_castle{reg1?s:|{reg0} château{reg1?x:} et {s0} 
qstr_{reg0}_town{reg1?s:}|{reg0} ville{reg1?s:} 
qstr_{reg0}_town{reg1?s:}_|{reg0} ville{reg1?s:} et {s0} 
qstr_{reg0}_town{reg1?s:}_{|{reg0} ville{reg1?s:}, {s0} 
qstr_Your_opponents_are_r|Vos adversaires sont prêts à se battre. 
qstr_Try_to_destroy_as_ma|Essayez de détruire autant de cibles que possible. Vous avez deux minutes et demi pour finir. 
qstr_Stay_behind_the_line|Restez derrière la ligne au sol et visez les cibles. Essayez de ne pas rater de tir. 
qstr_Bonus_chance_of_loot|Bonus chance de pillage: {reg0}%.
qstr_Battle_Advantage_=_{|Avantage tactique = {reg0}. 
qstr_{s9}_wants_you_to_re|{s9} veut que vous suiviez son armée jusqu'à nouvel ordre. 
qstr_{s5}_of_the_{s7}_has|{s5} de {s7} a pris possession de {s4}.
qstr_{s4}_has_been_awarde|{s4} a été décerné à {s5} du {s7}.
qstr_pt_in_{s11}|pt dans {s11}
qstr__Being_Raided_|(En train d'être pillé) 
qstr__Looted_|(Pillé) 
qstr__Under_Siege_|(Assiégé) 
qstr_The_village_of_{s1}_|{s1} a été pillé par les {s2}. 
qstr_{s3}_is_no_longer_un|Le siège de {s3} a été levé. 
qstr_Small_bands_of_enemi|Petit groupe d'ennemis repéré près de {s1}. 
qstr_Enemy_patrols_spotte|Patrouille ennemie repérée près de {s1}. 
qstr_Medium_sized_group_o|Groupe moyen d'ennemis repéré près de {s1}. 
qstr_Significant_group_of|Important groupe d'ennemis repéré près de {s1}. 
qstr_Army_of_enemies_spot|Armée ennemie repérée près de {s1}. 
qstr_Large_army_of_enemie|Grande armée ennemie repérée près de {s1}. 
qstr_Great_host_of_enemie|Gigantesque armée ennemie repérée près de {s1}. 
qstr_{s0}_collects_{reg0}|{s0} a collecté {reg0} dragons d'or dans {s4}, richesse actuelle: {reg1} dragons d'or
qstr__{s10}_of_{s13}_recr| {s10} de {s13} recrues {s11} {s12} à {s14}
qstr_{s1}_has_been_besieg|{s1} a été assiégée par le {s2} du {s3}. 
qstr__{s1}__{s11}:_{s14}|({s1}) {s11}: {s14}
qstr_{s14}__{s21}_|{s14} ({s21})
qstr_{s5}_has_the_greates|{s5} a le support gratifiant des seigneurs du {s4} pour être le prochain maréchal.  {s0} est malade et ne peut outre passer leur choix.
qstr_{s5}_has_the_greatest|{s5} a le soutien honorifique des seigneurs du {s4} pour recevoir {s1}. {s0} est malade et ne peut pas passer outre leur choix.
qstr_{s5}_has_the_greatest_|{s5} a le support honorifique des seigneurs du {s4} pour devenir le prochain maréchal, mais {s0} passe outre leur choix.
qstr_{s5}_has_the_greatest_s|{s5} a le plus grand soutien des seigneurs du {s4} pour recevoir {s1}, mais {s0} annule leur choix.
qstr_{s1}_is_the_new_mars|{s1} est le nouveau maréchal du {s2}.
qstr_You_gained_{reg12}_r|Votre renommée augmente de {reg12}. 
qstr_You_lose_{reg12}_ren|Votre renommée baisse de {reg12}. 
qstr_Your_relation_with_{|Vos relations avec {s1} se sont améliorées. 
qstr_Your_relation_with_{s|Vos relations avec {s1} se sont détériorées 
qstr_You_gain_honour.|Vous gagnez en honneur. 
qstr_You_lose_honour.|Vous perdez en honneur. 
qstr_{s1}_has_declared_wa|Le {s1} a déclaré la guerre au {s2}. 
qstr_{s0}_is_laying_siege|{s0} est en train d'assiéger {s1}.
qstr_{s0}_is_patrolling_a|{s0} patrouille autour de {s1}.
qstr_{s0}_is_raiding_arou|{s0} est en train de piller autour de {s1}.
qstr_{s0}_is_engaging_{s1|{s0} s'engage contre {s1}.
qstr_{s0}_is_accompanying|{s0} accompagne {s1}.
qstr_{s0}_is_screening_th|{s0} examine l'avance de {s1}.
qstr_{s0}_is_trading_with|{s0} fait du commerce avec {s1}.
qstr_{s0}_is_retreating_t|{s0} se retire de {s1}.
qstr_{s0}_is_visiting_{s1|{s0} visite {s1}.
qstr_{s1}_and_{s2}_have_m|Le {s1} et le {s2} ont signé un traité de paix. 
qstr_{s2}_{reg3?was:is_cu|{s2} {reg3?était:est} à {s3}. 
qstr_{s2}_{reg3?was:is}_t|{s2} {reg3?était:est} en route pour {s3} et {reg4?elle:il} {reg3?était:devrait être} près de {s4}{reg3?: en ce moment}. 
qstr_{s2}_{reg3?was:is}_tr|{s2} {reg3?était:est} en route pour {s3} et {reg4?elle:il} {reg3?était:devrait être} entre {s4} et {s1} {reg3?: en ce moment}. 
qstr_{s2}_{reg3?was:is}_i|{s2} {reg3?était:est} en campagne et {reg4?elle:il} {reg3?était:devrait être} à {s3}{reg3?: en ce moment}. 
qstr_{s2}_{reg3?was:is}_in|{s2} {reg3?était:est} parti faire la guerr, {reg4?elle:il} {reg3?était:devrait être} entre {s3} et {s1} {reg3?: en ce moment}. 
qstr_{s2}_{reg3?was:is}_b|{s2} {reg3?était:est} prisonnier à {s3}. 
qstr_{s2}_{reg3?was:has_b|{s2} {reg3?était:est} aux mains de {reg4?ses:ses} ennemis. 
qstr_{reg3?{s2}_s_locatio|{reg3?L'endroit où {s2} se trouvait était inconnu: Je ne sais pas où est {s2}}. 
qstr_{s6}_has_joined_your|{s6} a rejoint votre groupe 
qstr_You_now_owe_{reg2}_d|A présent vous devez {reg2} dragons d'or à {s1}.
qstr_Renown_value_for_thi|Une victoire vous rapporterait augmenterait votre renommée de {reg8}. 
qstr_You_have_run_into_a_|Vous êtes tombé dans une embuscade ! 
qstr_You_are_attacked_by_|Vous êtes assailli par un groupe de bandits ! 
qstr_Holding|Tenir la position
qstr_Following|Suivre 
qstr_Charging|Charger 
qstr_Advancing|Avancer 
qstr_Falling_Back|Reculer 
qstr_Standing_Closer|Resserrer les rangs
qstr_Spreading_Out|Disperser les rangs 
qstr_Standing|Rester en position
qstr_Any_Weapon|Toute arme
qstr_Blunt_Weapons|Armes contondantes 
qstr_Your_soldiers_patroll|Vos soldats qui patrouillaient aux alentours de {s6} se sont dispersés dans la nature suite à votre incapacité à payer leur solde !
qstr_{s1}_Rebels|{s1} Rebelle 
qstr_Given_by:_{s62}|donnée par : {s62} 
qstr_Given_on:_{s60}|donnée le : {s60} 
qstr_You_have_{reg0}_days|Vous avez {reg0} jours pour finir cette quête. 
qstr_This_quest_has_been_|Cette mission a été accomplie. Parlez à {s59} pour la terminer. 
qstr_This_quest_has_been_s|Cette quête est un succès. Parlez à {s59} pour obtenir votre récompense. 
qstr_This_quest_has_faile|Cette quête est un échec. Parlez à {s59} pour lui expliquer la situation. 
qstr_At_the_time_quest_wa|Au moment où la quête a été donnée :^{s1} 
qstr_{s5}_has_a_strength_|Le {s5} dispose de {reg1} hommes. 
qstr_The_last_time_you_sa|La dernière fois que vous l'avez {reg1?vue:vu}, {s1} 
qstr_The_last_time_you_he|La dernière fois que vous avez entendu parler {reg1?d'elle:de lui}, {s1} 
qstr_Current_garrison_con|La garnison actuelle est constituée de {reg5} hommes.^A de la nourriture pour {reg6} jours. 
qstr_Very_Poor|Très pauvre
qstr_Poor|Pauvre
qstr_Average|Moyenne
qstr_Rich|Riche
qstr_Very_Rich|Très Riche
qstr_Manor|Manoir 
qstr_A_manor_lets_you_res|Un manoir vous permet de vous reposer dans le village et de réduire de moitié la solde de vos troupes tant que vous y serez. 
qstr_Mill|Moulin 
qstr_A_mill_increases_vil|Un moulin permet aux villageois de travailler plus efficacement et augmente la prospérité du village de 5%. 
qstr_Watch_Tower|Tour de guet 
qstr_A_watch_tower_lets_t|Une tour de guet permet aux villageois d'être avertis plus tôt en cas d'attaque. Le temps requis pour piller le village est alors augmenté de 25%. 
qstr_School|École 
qstr_A_shool_increases_th|Une école accroît votre popularité, et donc la loyauté des villageois envers vous de 1 point par mois. 
qstr_Messenger_Post|Poste de messager 
