trp_multiplayer_profile_troop_male|Profil multi-joueurs homme
trp_sarranid_n_uluteci8_pl|Chevaliers lourds de Peyredragon
trp_sarranid_n_millet9|Recrue des Terres de l'Ouest
trp_sarranid_n_millet9_pl|Levées des Terres de l'Ouest
trp_sarranid_n_ajam9|Homme d'arme des Terres de l'Ouest
trp_sarranid_n_ajam9_pl|Hommes d'arme des Terres de l'Ouest
trp_sarranid_n_cemaat9|Homme d'arme des Terres de l'Ouest
trp_sarranid_n_cemaat9_pl|Hommes d'arme des Terres de l'Ouest
trp_sarranid_n_jebelus9|Archer des Terres de l'Ouest
trp_sarranid_n_jebelus9_pl|Archers des Terres de l'Ouest
trp_sarranid_n_yerliyya9|Homme d'arme élite des Terres de l'Ouest
trp_sarranid_n_yerliyya9_pl|Hommes d'arme élites des Terres de l'Ouest
trp_sarranid_n_timariot9|Archer long des Terres de l'Ouest
trp_sarranid_n_timariot9_pl|Archers longs des Terres de l'Ouest
trp_sarranid_n_garip9|Vougier des Terres de l'Ouest
trp_sarranid_n_garip9_pl|Vougiers des Terres de l'Ouest
trp_westerlands_troop_1|Archer long vétéran des Terres de l'Ouest
trp_westerlands_troop_1_pl|Archers longs vétéran des Terres de l'Ouest
trp_sarranid_n_yeniceri9|Chevalier des Terres de l'Ouest
trp_sarranid_n_yeniceri9_pl|Chevaliers des Terres de l'Ouest
trp_sarranid_n_kapikula9|Sergent monté des Terres de l'Ouest
trp_sarranid_n_kapikula9_pl|Sergents montés des Terres de l'Ouest
trp_sarranid_n_uluteci9|Chevalier lourd des Terres de l'Ouest
trp_sarranid_n_uluteci9_pl|Chevalier lourds des Terres de l'Ouest
trp_sarranid_n_millet10|Recrue du Bief
trp_sarranid_n_millet10_pl|Recrues du Bief
trp_sarranid_n_ajam10|Recrue vétéran du Bief
trp_sarranid_n_ajam10_pl|Recrues vétéran du Bief
trp_sarranid_n_cemaat10|Vougier du Bief
trp_sarranid_n_cemaat10_pl|Vougiers du Bief
trp_sarranid_n_jebelus10|Arbalétrier du Bief
trp_sarranid_n_jebelus10_pl|Arbalétriers du Bief
trp_sarranid_n_yerliyya10|Vougier vétéran du Bief
trp_sarranid_n_yerliyya10_pl|Vougiers vétérans du Bief
trp_sarranid_n_timariot10|Arbalétrier vétéran du Bief
trp_sarranid_n_timariot10_pl|Arbalétriers vétérans du Bief
trp_sarranid_n_garip10|Vougier d'élite du Bief
trp_sarranid_n_garip10_pl|Vougiers d'élite du Bief
; trp_reach_squire|Reach Squire
; trp_reach_squire_pl|Reach Squires
trp_reach_troop_1|Arbalétrier d'élite du Bief
trp_reach_troop_1_pl|Arbalétrier d'élite du Bief
trp_sarranid_n_yeniceri10|Chevalier du Bief
trp_sarranid_n_yeniceri10_pl|Chevaliers du Bief
trp_sarranid_n_kapikula10|Sergent monté du Bief
trp_sarranid_n_kapikula10_pl|Sergents montés du Bief
trp_sarranid_n_uluteci10|Chevalier lourd du Bief
trp_sarranid_n_uluteci10_pl|Chevaliers lourds du Bief
trp_sarranid_n_millet11|Lancier Fer-né
trp_sarranid_n_millet11_pl|Lanciers Fer-nés
trp_sarranid_n_ajam11|Lancier vétéran Fer-né
trp_sarranid_n_ajam11_pl|Lanciers vétérans Fer-nés
trp_sarranid_n_cemaat11|Lancier d'élite Fer-né
trp_sarranid_n_cemaat11_pl|Lancier d'élites Fer-nés
trp_sarranid_n_jebelus11|Archer Fer-né
trp_sarranid_n_jebelus11_pl|Archers Fer-nés
trp_sarranid_n_yerliyya11|Soldat avec hache Fer-né
trp_sarranid_n_yerliyya11_pl|Soldats avec hache Fer-nés
trp_sarranid_n_timariot11|Archer vétéran Fer-né
trp_sarranid_n_timariot11_pl|Archers vétérans Fer-nés
trp_sarranid_n_garip11|Archer d'élite Fer-né
trp_sarranid_n_garip11_pl|Archers d'élite Fer-nés
trp_sarranid_n_yeniceri11|Vassal vétéran Fer-né
trp_sarranid_n_yeniceri11_pl|Vassaux vétérans Fer-nés
trp_sarranid_n_kapikula11|Vassal Fer-né
trp_sarranid_n_kapikula11_pl|Vassaux Fer-nés
trp_sarranid_n_uluteci11|Vassal d'élite Fer-né
trp_sarranid_n_uluteci11_pl|Vassaux d'élite Fer-nés
trp_sarranid_n_millet19| Recrue des Sœurs
trp_sarranid_n_millet19_pl|Recrues des Sœurs
trp_sarranid_n_ajam19|Lancier des Sœurs
trp_sarranid_n_ajam19_pl|Lanciers des Sœurs
trp_sarranid_n_cemaat19|Lancier vétéran des Sœurs
trp_sarranid_n_cemaat19_pl|Lanciers vétérans des Sœurs
trp_sarranid_n_jebelus19|Archer des Sœurs 
trp_sarranid_n_jebelus19_pl|Archers des Sœurs 
trp_sarranid_n_yerliyya19|Lancier d'élite des Sœurs
trp_sarranid_n_yerliyya19_pl|Lanciers d'élite des Sœurs
trp_sarranid_n_timariot19|Archer vétéran des Sœurs
trp_sarranid_n_timariot19_pl|Archers vétérans des Sœurs
trp_sarranid_n_garip19|Archer d'élite des Sœurs
trp_sarranid_n_garip19_pl|Archers d'élite des Sœurs
trp_sarranid_n_yeniceri19|Vassal vétéran des Sœurs
trp_sarranid_n_yeniceri19_pl|Vassaux vétérans des Sœurs
trp_sarranid_n_kapikula19|Vassal des Sœurs
trp_sarranid_n_kapikula19_pl|Vassaux des Sœurs
trp_sarranid_n_uluteci19|Vassal d'élite des Sœurs
trp_sarranid_n_uluteci19_pl|Vassaux d'élite des Sœurs
trp_sarranid_n_millet20|Homme d'arme Targaryen
trp_sarranid_n_millet20_pl|Hommes d'arme Targaryens
trp_sarranid_n_ajam20|Homme d'arme vétéran Targaryen
trp_sarranid_n_ajam20_pl|Hommes d'arme vétérans Targaryens
trp_sarranid_n_cemaat20|Hommes d'arme d'élite Targaryen
trp_sarranid_n_cemaat20_pl|Hommes d'arme d'élite Targaryens
trp_sarranid_n_jebelus20|Archer long Targaryen
trp_sarranid_n_jebelus20_pl|Archers longs Targaryens
trp_sarranid_n_yerliyya20|Sergent  Targaryen
trp_sarranid_n_yerliyya20_pl|Sergents  Targaryens
trp_sarranid_n_timariot20|Archer long vétéran Targaryen
trp_sarranid_n_timariot20_pl|Archers longs vétérans Targaryens
trp_sarranid_n_garip20|Archer long d'élite Targaryen
trp_sarranid_n_garip20_pl|Archers longs d'élite Targaryens
trp_sarranid_n_yeniceri20|Chevalier Targaryen
trp_sarranid_n_yeniceri20_pl|Chevaliers Targaryens
trp_sarranid_n_kapikula20|Sergent monté Targaryen
trp_sarranid_n_kapikula20_pl|Sergents montés Targaryens
trp_sarranid_n_uluteci20|Chevalier lourd Targaryen
trp_sarranid_n_uluteci20_pl|Chevaliers lourds Targaryens
trp_sarranid_n_millet21|Recrue
trp_sarranid_n_millet21_pl|Recrues
trp_sarranid_n_ajam21|Homme d'arme
trp_sarranid_n_ajam21_pl|Hommes d'arme
trp_sarranid_n_cemaat21|Homme d'arme vétéran
trp_sarranid_n_cemaat21_pl|Hommes d'arme vétérans
trp_sarranid_n_jebelus21|Archer long
trp_sarranid_n_jebelus21_pl|Archers longs
trp_sarranid_n_yerliyya21|Sergent
trp_sarranid_n_yerliyya21_pl|Sergents
trp_sarranid_n_timariot21|Archer long vétéran
trp_sarranid_n_timariot21_pl|Archers longs vétérans
trp_sarranid_n_garip21|Archer long d'élite
trp_sarranid_n_garip21_pl|Archers longs d'élite
trp_sarranid_n_yeniceri21|Chevalier
trp_sarranid_n_yeniceri21_pl|Chevaliers
trp_sarranid_n_kapikula21|Sergent monté
trp_sarranid_n_kapikula21_pl|Sergents montés
trp_sarranid_n_uluteci21|Chevalier lourd
trp_sarranid_n_uluteci21_pl|Chevaliers lourds
trp_sarranid_n_millet22|Guerrier Sauvageon
trp_sarranid_n_millet22_pl|Guerriers Sauvageon
trp_sarranid_n_ajam22|Guerrier Vétéran Sauvageon
trp_sarranid_n_ajam22_pl|Guerriers Vétérans Sauvageon
trp_sarranid_n_cemaat22|Guerrier Elite Sauvageon
trp_sarranid_n_cemaat22_pl|Guerriers Elites Sauvageon
trp_sarranid_n_jebelus22|Archer Sauvageon
trp_sarranid_n_jebelus22_pl|Archers Sauvageon
trp_sarranid_n_yerliyya22|DO NOT USE
trp_sarranid_n_yerliyya22_pl|DO NOT USE
trp_sarranid_n_timariot22|DO NOT USE
trp_sarranid_n_timariot22_pl|DO NOT USE
trp_sarranid_n_garip22|DO NOT USE
trp_sarranid_n_garip22_pl|DO NOT USE
trp_sarranid_n_yeniceri22|Cavalier Sauvageon
trp_sarranid_n_yeniceri22_pl|Cavaliers Sauvageon
trp_sarranid_n_kapikula22|Berserker Sauvageon
trp_sarranid_n_kapikula22_pl|Berserkers Sauvageon
trp_sarranid_n_uluteci22|Archer Vétéran Sauvageon
trp_sarranid_n_uluteci22_pl|Archers Vétérans  Sauvageon
trp_sarranid_n_millet23|Guerrier Dothraki
trp_sarranid_n_millet23_pl|Guerriers Dothraki
trp_sarranid_n_ajam23|Guerrier Vétéran Dothraki
trp_sarranid_n_ajam23_pl|Guerriers Vétérans Dothraki
trp_sarranid_n_cemaat23|Guerrier Elite Dothraki
trp_sarranid_n_cemaat23_pl|Guerriers Elite Dothraki
trp_sarranid_n_jebelus23|Tirailleur Dothraki
trp_sarranid_n_jebelus23_pl|Tirailleurs Dothraki
trp_sarranid_n_yeniceri23|Hurleur Dothraki
trp_sarranid_n_yeniceri23_pl|Hurleurs Dothraki
trp_sarranid_e_millet|I1 Millet Sarranide
trp_sarranid_e_millet_pl|I1 Milletani Sarranides 
trp_sarranid_e_ajam|I2 Ajam Sarranide
trp_sarranid_e_ajam_pl|I2 Ajami Sarranides
trp_sarranid_e_oglan|A2 Oglan Sarranide
trp_sarranid_e_oglan_pl|A2 Oglani Sarranides
trp_sarranid_e_azab|I3 Azab Sarranide
trp_sarranid_e_azab_pl|I3 Azablar Sarranides
trp_sarranid_e_cemaat|I3 Cemaat Sarranide
trp_sarranid_e_cemaat_pl|I3 Cemaatle Sarranides
trp_sarranid_e_jebelus|A3 Jebelus Sarranide
trp_sarranid_e_jebelus_pl|A3 Jebeli Sarranides
trp_sarranid_e_ghulam|A3 Ghulam Sarranide
trp_sarranid_e_ghulam_pl|A3 Ghilman Sarranides
trp_sarranid_e_al_haqa|I4 Al-Haqa Sarranide
trp_sarranid_e_al_haqa_pl|I4 Al-Haqani Sarranides
trp_sarranid_e_timariot|C4 Timariot Sarranide
trp_sarranid_e_timariot_pl|C4 Timarioter Sarranides
trp_sarranid_e_yerliyya|I4 Yerliyya Sarranide
trp_sarranid_e_yerliyya_pl|I4 Yerliyyas Sarranides
trp_sarranid_e_kapikulu_savari|C4 Kapikulu Savari Sarranide
trp_sarranid_e_kapikulu_savari_pl|C4 Kapikulu Savarleri Sarranides
trp_sarranid_e_garip|A4 Garip Sarranide
trp_sarranid_e_garip_pl|A4 Garipler Sarranides
trp_sarranid_e_badw|H4 Badw Sarranide
trp_sarranid_e_badw_pl|H4 Badawi Sarranides
trp_sarranid_e_serdengecti|A4 Serdengecti Sarranide
trp_sarranid_e_serdengecti_pl|A4 Serdengectleri Sarranides
trp_sarranid_e_tabardariyya|A4 Tabardariyya Sarranide
trp_sarranid_e_tabardariyya_pl|A4 Tabardariyyani Sarranides
trp_sarranid_e_kapikula|C5 Kapikula Sarranide
trp_sarranid_e_kapikula_pl|C5 Kapikulani Sarranides
trp_sarranid_e_yeniceri|I5 Yeniceri Sarranide
trp_sarranid_e_yeniceri_pl|I5 Yeniceriler Sarranides
trp_sarranid_e_beylik|C5 Beylik Sarranide
trp_sarranid_e_beylik_pl|C5 Beylerin Sarranides
trp_sarranid_e_uluteci|A5 Uluteci Sarranide
trp_sarranid_e_uluteci_pl|A5 Uluteciler Sarranides
trp_sarranid_e_akinci|H5 Akinci Sarranide
trp_sarranid_e_akinci_pl|H5 Akinciler Sarranides
trp_sarranid_e_terkes_serdengecti|A5 Terkes Serdengecti Sarranide
trp_sarranid_e_terkes_serdengecti_pl|A5 Terkes Serdengectleri Sarranides
trp_sarranid_e_qilich_arslan|C6 Qilich Arslan Sarranide
trp_sarranid_e_qilich_arslan_pl|C6 Qilich Arslani Sarranides
trp_sarranid_e_memluk|C6 Memluk Sarranide
trp_sarranid_e_memluk_pl|C6 Mamalik Sarranides
trp_sarranid_e_sekban|C6 Sekban Sarranide
trp_sarranid_e_sekban_pl|C6 Sekbanlar Sarranides
trp_sarranid_e_silahtar|A6 Silahtar Sarranide
trp_sarranid_e_silahtar_pl|A6 Silahtarin Sarranides
trp_sarranid_e_sipahi|H6 Sipahi Sarranide
trp_sarranid_e_sipahi_pl|H6 Sipahiler Sarranides
trp_sarranid_e_hasham|C7 Hasham Sarranide
trp_sarranid_e_hasham_pl|C7 Hashamler Sarranides
trp_sarranid_e_iqta_dar|H7 Iqta'dar Sarranide
trp_sarranid_e_iqta_dar_pl|H7 Iqta'darani Sarranides
trp_sarranid_e_extra1|I1 Millet Sarranide rebelle
trp_sarranid_e_extra1_pl|I1 Milletani Sarranides rebelles 
trp_sarranid_e_extra2|I1 Millet Sarranide aventurier
trp_sarranid_e_extra2_pl|I1 Milletani Sarranides aventuriers
trp_sarranid_e_extra3|I1 Millet Sarranide rancunier
trp_sarranid_e_extra3_pl|I1 Milletani Sarranides rancuniers
trp_sarranid_e_extra4|I1 Millet Sarranide voyageur
trp_sarranid_e_extra4_pl|I1 Milletani Sarranides voyageurs
trp_sarranid_e_extra5|I1 Millet Sarranide docile
trp_sarranid_e_extra5_pl|I1 Milletani Sarranides dociles
trp_sarranid_messenger|Messager Sarranide
trp_sarranid_messenger_pl|Messagers Sarranides
trp_sarranid_deserter|Déserteur Sarranide
trp_sarranid_deserter_pl|Déserteurs Sarranides
trp_sarranid_prison_guard|Geôlier 
trp_sarranid_prison_guard_pl|Geôliers
trp_sarranid_castle_guard|Garde du château
trp_sarranid_castle_guard_pl|Gardes du château
trp_custom_n_recruit|Immaculé
trp_custom_n_recruit_pl|Immaculés
trp_custom_n_recruit_equip|Immaculé
trp_custom_n_recruit_equip_pl|Immaculés
trp_custom_n_recruit_selection|Immaculé
trp_custom_n_recruit_selection_pl|Immaculés
trp_custom_n_militia|Milicien indépendant
trp_custom_n_militia_pl|Miliciens indépendants
trp_custom_n_militia_equip|Milicien indépendant
trp_custom_n_militia_equip_pl|Miliciens indépendants
trp_custom_n_militia_selection|Milicien indépendant
trp_custom_n_militia_selection_pl|Miliciens indépendants
trp_custom_n_page|Page indépendant
trp_custom_n_page_pl|Pages indépendants
trp_custom_n_page_equip|Page indépendant
trp_custom_n_page_equip_pl|Pages indépendants
trp_custom_n_page_selection|Page indépendant
trp_custom_n_page_selection_pl|Pages indépendants
trp_custom_n_guard|Garde indépendant
trp_custom_n_guard_pl|Gardes indépendants
trp_custom_n_guard_equip|Garde indépendant
trp_custom_n_guard_equip_pl|Gardes indépendants
trp_custom_n_guard_selection|Garde indépendant
trp_custom_n_guard_selection_pl|Gardes indépendants
trp_custom_n_squire|Écuyer indépendant
trp_custom_n_squire_pl|Écuyers indépendants
trp_custom_n_squire_equip|Écuyer indépendant
trp_custom_n_squire_equip_pl|Écuyers indépendants
trp_custom_n_squire_selection|Écuyer indépendant
trp_custom_n_squire_selection_pl|Écuyers indépendants
trp_custom_n_swordman|Épéiste indépendant
trp_custom_n_swordman_pl|Épéistes indépendants
trp_custom_n_swordman_equip|Épéiste indépendant
trp_custom_n_swordman_equip_pl|Épéistes indépendants
trp_custom_n_swordman_selection|Épéiste indépendant
trp_custom_n_swordman_selection_pl|Épéistes indépendants
trp_custom_n_archer|Archer indépendant
trp_custom_n_archer_pl|Archers indépendants
trp_custom_n_archer_equip|Archer indépendant
trp_custom_n_archer_equip_pl|Archers indépendants
trp_custom_n_archer_selection|Archer indépendant
trp_custom_n_archer_selection_pl|Archers indépendants
trp_custom_n_knight|Chevalier indépendant
trp_custom_n_knight_pl|Chevaliers indépendants
trp_custom_n_knight_equip|Chevalier indépendant
trp_custom_n_knight_equip_pl|Chevaliers indépendants
trp_custom_n_knight_selection|Chevalier indépendant
trp_custom_n_knight_selection_pl|Chevaliers indépendants
trp_custom_n_swordmaster|Maître-épéiste indépendant
trp_custom_n_swordmaster_pl|Maîtres-épéistes indépendants
trp_custom_n_swordmaster_equip|Maître-épéiste indépendant
trp_custom_n_swordmaster_equip_pl|Maîtres-épéistes indépendants
trp_custom_n_swordmaster_selection|Maître-épéiste indépendant
trp_custom_n_swordmaster_selection_pl|Maîtres-épéistes indépendants
trp_custom_n_expert_archer|Maître-archer indépendant
trp_custom_n_expert_archer_pl|Maîtres-archers indépendants
trp_custom_n_expert_archer_equip|Maître-archer indépendant
trp_custom_n_expert_archer_equip_pl|Maîtres-archers indépendants
trp_custom_n_expert_archer_selection|Maître-archer indépendant
trp_custom_n_expert_archer_selection_pl|Maîtres-archers indépendants
trp_custom_r_recruit|I1 Recrue indépendante
trp_custom_r_recruit_pl|I1 Recrues indépendantes
trp_custom_r_recruit_equip|I1 Recrue indépendante
trp_custom_r_recruit_equip_pl|I1 Recrues indépendantes
trp_custom_r_recruit_selection|I1 Recrue indépendante
trp_custom_r_recruit_selection_pl|I1 Recrues indépendantes
trp_custom_r_militia|I2 Milicien indépendant
trp_custom_r_militia_pl|I2 Miliciens indépendants
trp_custom_r_militia_equip|I2 Milicien indépendant
trp_custom_r_militia_equip_pl|I2 Miliciens indépendants
trp_custom_r_militia_selection|I2 Milicien indépendant
trp_custom_r_militia_selection_pl|I2 Miliciens indépendants
trp_custom_r_hunter|A2 Chasseur indépendant
trp_custom_r_hunter_pl|A2 Chasseurs indépendants
trp_custom_r_hunter_equip|A2 Chasseur indépendant
trp_custom_r_hunter_equip_pl|A2 Chasseurs indépendants
trp_custom_r_hunter_selection|A2 Chasseur indépendant
trp_custom_r_hunter_selection_pl|A2 Chasseurs indépendants
trp_custom_r_guard|I3 Garde indépendant
trp_custom_r_guard_pl|I3 Gardes indépendants
trp_custom_r_guard_equip|I3 Garde indépendant
trp_custom_r_guard_equip_pl|I3 Gardes indépendants
trp_custom_r_guard_selection|I3 Garde indépendant
trp_custom_r_guard_selection_pl|I3 Gardes indépendants
trp_custom_r_page|C3 Page indépendant
trp_custom_r_page_pl|C3 Pages indépendants
trp_custom_r_page_equip|C3 Page indépendant
trp_custom_r_page_equip_pl|C3 Pages indépendants
trp_custom_r_page_selection|C3 Page indépendant
trp_custom_r_page_selection_pl|C3 Pages indépendants
trp_custom_r_woodsman|A3 Forestier indépendant
trp_custom_r_woodsman_pl|A3 Forestiers indépendants
trp_custom_r_woodsman_equip|A3 Forestier indépendant
trp_custom_r_woodsman_equip_pl|A3 Forestiers indépendants
trp_custom_r_woodsman_selection|A3 Forestier indépendant
trp_custom_r_woodsman_selection_pl|A3 Forestiers indépendants
trp_custom_r_spearman|I4 Lancier indépendant
trp_custom_r_spearman_pl|I4 Lanciers indépendants
trp_custom_r_spearman_equip|I4 Lancier indépendant
trp_custom_r_spearman_equip_pl|I4 Lanciers indépendants
trp_custom_r_spearman_selection|I4 Lancier indépendant
trp_custom_r_spearman_selection_pl|I4 Lanciers indépendants
; trp_custom_r_swordman|I4 Freelancer Swordman2
trp_custom_r_swordman_pl|I4 Épéistes indépendants
trp_custom_r_swordman_equip|I4 Épéiste indépendant
trp_custom_r_swordman_equip_pl|I4 Épéistes indépendants
trp_custom_r_swordman_selection|I4 Épéiste indépendant
trp_custom_r_swordman_selection_pl|I4 Épéistes indépendants
trp_custom_r_squire|C4 Écuyer indépendant
trp_custom_r_squire_pl|C4 Écuyers indépendants
trp_custom_r_squire_equip|C4 Écuyer indépendant
trp_custom_r_squire_equip_pl|C4 Écuyers indépendants
trp_custom_r_squire_selection|C4 Écuyer indépendant
trp_custom_r_squire_selection_pl|C4 Écuyers indépendants
trp_custom_r_archer|A4 Archer indépendant
trp_custom_r_archer_pl|A4 Archers indépendants
trp_custom_r_archer_equip|A4 Archer indépendant
trp_custom_r_archer_equip_pl|A4 Archers indépendants
trp_custom_r_archer_selection|A4 Archer indépendant
trp_custom_r_archer_selection_pl|A4 Archers indépendants
trp_custom_r_skirmisher|A4 Tirailleur indépendant
trp_custom_r_skirmisher_pl|A4 Tirailleurs indépendants
trp_custom_r_skirmisher_equip|A4 Tirailleur indépendant
trp_custom_r_skirmisher_equip_pl|A4 Tirailleurs indépendants
trp_custom_r_skirmisher_selection|A4 Tirailleur indépendant
trp_custom_r_skirmisher_selection_pl|A4 Tirailleurs indépendants
trp_custom_r_swordmaster|I5 Maître-épéiste indépendant
trp_custom_r_swordmaster_pl|I5 Maîtres-épéistes indépendants
trp_custom_r_swordmaster_equip|I5 Maître-épéiste indépendant
trp_custom_r_swordmaster_equip_pl|I5 Maîtres-épéistes indépendants
trp_custom_r_swordmaster_selection|I5 Maître-épéiste indépendant
trp_custom_r_swordmaster_selection_pl|I5 Maîtres-épéistes indépendants
trp_custom_r_knight|C5 Chevalier indépendant
trp_custom_r_knight_pl|C5 Chevaliers indépendants
trp_custom_r_knight_equip|C5 Chevalier indépendant
trp_custom_r_knight_equip_pl|C5 Chevaliers indépendants
trp_custom_r_knight_selection|C5 Chevalier indépendant
trp_custom_r_knight_selection_pl|C5 Chevaliers indépendants
trp_custom_r_expert_archer|A5 Maître-archer indépendant
trp_custom_r_expert_archer_pl|A5 Maîtres-archers indépendants
trp_custom_r_expert_archer_equip|A5 Maître-archer indépendant
trp_custom_r_expert_archer_equip_pl|A5 Maîtres-archers indépendants
trp_custom_r_expert_archer_selection|A5 Maître-archer indépendant
trp_custom_r_expert_archer_selection_pl|A5 Maîtres-archers indépendants
trp_custom_r_frontline_skirmisher|A5 Tirailleur de front indépendant
trp_custom_r_frontline_skirmisher_pl|A5 Tirailleurs de front indépendants
trp_custom_r_frontline_skirmisher_equip|A5 Tirailleur de front indépendant
trp_custom_r_frontline_skirmisher_equip_pl|A5 Tirailleurs de front indépendants
trp_custom_r_frontline_skirmisher_selection|A5 Tirailleur de front indépendant
trp_custom_r_frontline_skirmisher_selection_pl|A5 Tirailleurs de front indépendants
trp_custom_e_recruit|Immaculé
trp_custom_e_recruit_pl|Immaculés
trp_custom_e_recruit_equip|Immaculé
trp_custom_e_recruit_equip_pl|Immaculés
trp_custom_e_recruit_selection|Immaculé
trp_custom_e_recruit_selection_pl|Immaculés
trp_custom_e_militia|I2 Milicien indépendant
trp_custom_e_militia_pl|I2 Miliciens indépendants
trp_custom_e_militia_equip|I2 Milicien indépendant
trp_custom_e_militia_equip_pl|I2 Miliciens indépendants
trp_custom_e_militia_selection|I2 Milicien indépendant
trp_custom_e_militia_selection_pl|I2 Miliciens indépendants
