str_no_string|NO STRING!
str_battle_fate_5|Ero in prigionia, ma ho guadagnato la fuga
str_npc_morale_report|Sono {s6} la vostra scelta degli accompagnatori, {s7} il vostro stile di comando, e {s8} lo stato generale degli affari
str_happy|felice riguardo
str_content|mi accontento riguardo
str_concerned|in ansia riguardo
str_not_happy|non del tutto felice riguardo
str_miserable|infelice riguardo
str_morale_reg1| Morale: {reg1}
str_bar_enthusiastic|                   Entusiasta
str_bar_content|              Contento
str_bar_weary|          Stanco
str_bar_disgruntled|     Scontento
str_bar_miserable|  Infelice
str_here_plus_space|qui
str_npc1_intro|Benvenuti, viaggiatore, sono Ser Bennis di Hollow Hill.
str_npc2_intro|Salute. Sareste così gentile da farvi una bevuta con me? Mi sono rimasti cinque denari e non vorrei bere da solo.
str_npc3_intro|Buongiorno!
str_npc4_intro|Salve. Sono Graznon zo Paton, figlio di Grazhnak zo Paton, che era figlio di Graznon zo Paton della Casata più antica e magnifica di Paton, della maestosa città di Astapor.
str_npc5_intro|Salve, viaggiatore. Vorreste unirvi a me per una bevuta?
str_npc6_intro|Salve. Sembri un guerriero capace, non avresti bisogno di una compagnia per caso?
str_npc7_intro|Si? Mantenete la distanza, per cortesia.
str_npc8_intro|Cosa volete?
str_npc9_intro|Ehi tu, sii così gentile da andare a prendere un'altra bevuta, d'accordo?
str_npc10_intro|Salve, amico. Vi interessa fare una partita a cyvasse?
str_npc11_intro|Ehilà, {ragazzino/ragazzina}. Fatevi una bevuta con me.
str_npc12_intro|Saluti, compagno di viaggio. Per caso, potreste offrirmi un aiuto, dalla bontà del vostro cuore?
str_npc13_intro|Saluti a voi, viaggiatore. Sono Ser Roger Osgrey, cavaliere, e figlio di Standfast.
str_npc14_intro|Si? Cosa desiderate?
str_npc15_intro|Oh! Ditemi... La vostra sembra una faccia amichevole, per caso state andando fuori città in questo periodo?
str_npc16_intro|Ehilà! Non ho potuto non notare che siete in città a capo di un esercito. State per caso cercando accompagnatori?
str_npc17_intro|Oh è volato cosi in alto! Ed è caduto così in basso! Poi è morto! E i vermi si sono rimpinzati!
str_npc18_intro|Per favore, proteggimi. Loro sono mi stanno seguendo!
; str_npc19_intro|Lo jention mirre numazame esa, iderenna qopsa verdagon issa.
str_npc20_intro|Si? Cosa desiderate?
str_npc21_intro|Che il padre lassù ti giudichi saggiamente. ho la sensazione che tu sia un grande peccatore!
str_npc22_intro|Cosa state guardando? Mi lasciate soffrire da solo!
str_npc23_intro|Benvenuto, straniero. Benvunuto alla taverna! Ora pensa solo a ubriacarti,heh!
str_npc24_intro|Eh, che cosa?
str_npc25_intro|La carne è cosi bella, così bella da strappare, la pelle da lacerare, tagliarla a striscie, intrecciarla, sono così belle da intrecciare le strisce, così belle, così rosse le gocce che cadono...
str_npc26_intro|Che cosa volete?
; str_npc27_intro|Just a minute, I'm pondering the mysteries of life!
; str_npc28_intro|What do you want, eh?
str_npc1_intro_response_1|Piacere mio, Ser Bennis. Cosa ci fa un cavaliere in una sporca taverna come questa?
str_npc2_intro_response_1|Cosa vi è successo?
str_npc3_intro_response_1|Buona giornata.
str_npc4_intro_response_1|Non ho mai sentito parlare della Casata dei Paton.
str_npc5_intro_response_1|Certamente. Con chi ho il piacere di bere?
str_npc6_intro_response_1|Potrebbe essere, chi sei?
str_npc7_intro_response_1|Le mie scuse. Posso sapere con chi sto parlando?
str_npc8_intro_response_1|Semplicemente vorrei passare del tempo con voi, se non siete impegnata. Volete unirvi a me per un drink.
str_npc9_intro_response_1|Devi avermi confuso con il locandiere, Pentoshi.
str_npc10_intro_response_1|Mi dispiace, non ho la minima conoscenza delle regole.
str_npc11_intro_response_1|Che succede?
str_npc12_intro_response_1|Dipende...
str_npc13_intro_response_1|Piacere mio, Ser Bennis. Cosa ci fa un cavaliere in una sporca taverna come questa?
str_npc14_intro_response_1|Vorrei passare la giornata con un viaggiatore come voi, se non avete nulla in contrario...
str_npc15_intro_response_1|Io invece mi domando che cosa ve ne importa a voi del fatto che io sia qui?
str_npc16_intro_response_1|Potrebbe essere. Qual è la vostra storia?
str_npc17_intro_response_1|Volete diventare come uno di quei tipi deliranti, eh?
str_npc18_intro_response_1|Chi è dopo di te?
str_npc19_intro_response_1|Posso aiutarti?
str_npc20_intro_response_1|Avete l'aspetto di un soldato. Cosa ci fate qui in giro da solo?
str_npc21_intro_response_1|Forse. Ma chi siete voi per giudicarmi?
str_npc22_intro_response_1|Soffrite? Che cosa vi è successo?
str_npc23_intro_response_1|Grazie, mia signora. Mi puoi dire qualcosa di te?
str_npc24_intro_response_1|Niente, davvero. Chi sei?
str_npc25_intro_response_1|Come stai?
str_npc26_intro_response_1|Chi sei?
str_npc27_intro_response_1|Eh, cosa?
; str_npc28_intro_response_1|Who are you?
str_npc1_intro_response_2|Vi auguro una buona giornata, Ser.
str_npc2_intro_response_2|Ho cose migliori da fare.
str_npc3_intro_response_2|Andate via, ragazzo. Ho da fare.
str_npc4_intro_response_2|Eh? No grazie, non vogliamo niente.
str_npc5_intro_response_2|Non ho tempo per questo.
str_npc6_intro_response_2|No, non lo faccio.
str_npc7_intro_response_2|D'accordo. Non vi assillerò allora.
str_npc8_intro_response_2|Nulla da una persona totalmente priva di buona creanza, a quanto vedo. Buon proseguimento.
str_npc9_intro_response_2|Andatevelo a prendere da solo!
str_npc10_intro_response_2|Sono occupato, e non ho tempo per i giochi.
str_npc11_intro_response_2|Penso di no.
str_npc12_intro_response_2|Spiacente, ma ho altro da fare al momento.
str_npc13_intro_response_2|Beh... Come... Splendido
str_npc14_intro_response_2|Niente affatto. Le mie scuse.
str_npc15_intro_response_2|Vi sarei grato se vi faceste gli affari vostri, signore.
str_npc16_intro_response_2|Fatevi gli affari vostri.
str_npc17_intro_response_2|Molto bene, allora.
str_npc18_intro_response_2|Non sto proteggendo un estraneo. Se n'è andato.
str_npc19_intro_response_2|Bene, allora, buon giorno a voi.
str_npc20_intro_response_2|Niente, mi dispiace di averla disturbata.
str_npc21_intro_response_2|Immagino infatti dovreste pregarlo lo straniero, visto che state insultando uno dei vostri scommettitori.
str_npc22_intro_response_2|Mi dispiace, non ti disturberò ancora.
str_npc23_intro_response_2|Penso che siate solo un ubriacone.
str_npc24_intro_response_2|Non importa.
str_npc25_intro_response_2|Giusto...
str_npc26_intro_response_2|Nulla.
; str_npc27_intro_response_2|Nevermind then.
; str_npc28_intro_response_2|Nothing.
str_npc1_backstory_a|Beh, è una lunga storia...
str_npc2_backstory_a|È una storia tragica, signore.
; str_npc3_backstory_a|You look like a man of war, do you by any chance need a young squire?
str_npc4_backstory_a|Davvero? Beh, forse la vostra ignoranza può essere perdonata, visto il bastardo selvaggio che siete. Le nostre terre ancestrali sono molto più a est, nella baia degli schiavisti.
str_npc5_backstory_a|E io sono Ser Felton Flowers, ex maestro d'armi di Eyrie.
str_npc6_backstory_a|Io invece sono Martyn Snow, un bastardo nato nel Nord. Sono anche un mercenario e questo è molto più importante del fatto che sono nato.
str_npc7_backstory_a|Avete l'onore di parlare con Ser Jasper Rivers, figlio di Ser Stevron Frey, figlio a sua volta di lord Walder Frey, Signore del Crossing.
str_npc8_backstory_a|Ah. Bene, suona piuttosto bene. Sarò lieto di unirmi a voi. Se mi pagherete.
str_npc9_backstory_a|Le mie più umili scuse. A volte qui è difficile riconoscere la gente in mezzo al fumo e al buio. Ancora non riesco a credere che debba alloggiare in un luogo come questo. Che orribile destino che mi ha colpito!
; str_npc10_backstory_a|Oh well, a shame, I find that the game keeps my mind sharp. Say, do you by any chance need a an officer in your company? I find myself without an opportunity to make use of my considerable lungs, shouting at maggots to fall back in line.
; str_npc11_backstory_a|Why, I won the archery competition held by lord Hightower last year, and I have been drinking my way across the world ever since!
str_npc12_backstory_a|Ve lo dirò... Ma sappiate che è una storia di grandi ingiustizie. Vi avverto in anticipo, per paura che siate di temperamento irascibile, e vi possiate infuriare per le ingiustizie che mi sono state fatte, assumendo un comportamento pericoloso.
; str_npc13_backstory_a|I am the fifth son of my father, Ser Edwyn, and as such, it seems to me being somewhat unlikely that I will ever inherit anything of value. So I have been travelling the world these last eight months, trying to find a noble lord to whom I might swear allegiance.
str_npc14_backstory_a|Benissimo. La cosa non mi urta. Il mio nome è Drollo.
str_npc15_backstory_a|Sono un ingegnere, istruito nella grande città di Braavos, e sono specializzato nell'arte della fortificazione. Se vi serve abbattere un muro, posso farlo, se mi date abbastanza tempo. Se avete bisogno di un muro da fortificare, posso fare anche questo, benché richieda più tempo e vi costerà di più. Considerate che non potete tagliare i costi, a meno di non volere che il vostro nuovo edificio crolli, come qualcuno da queste parti ha appena scoperto.
str_npc16_backstory_a|Beh, da sempre ho un debole per le cose belle, e ciò come vedete, mi ha messo nei guai.
; str_npc17_backstory_a|Oh never mind me, I was just in the middle of composing a voluptous poem about the illustrious high steward of Qohor, Logon Votyris, a lowborn leech-catcher who rose to his position during the reign of the tyrant Byan Mentarios.
str_npc18_backstory_a|Mio padre, mio fratello, l'anziano del villaggio ... Tutti! Mi stanno cercando da quando sono scappato. Ti sto dicendo, che sono innocente, non tutti i bastardi sono dei diavoli!
; str_npc19_backstory_a|Ah, my humble apologies, I quite forgot that not everyone speaks the exalted language of my great home.
str_npc20_backstory_a|Faccio quello fa ogni soldato solitario, cerco un ingaggio.
; str_npc21_backstory_a|Oh, I am the greatest of sinners! Descended from a great line of sinners! House Parren was once pious and just, until my dishonorable ancestor travelled to Lys with Aerion Brightflame in his exile. When Aerion died from drinking wildfire, my forefather dipped the servants in the same substance and was responsible for the great fire that destroyed the western quarter of the city.
str_npc22_backstory_a|Maledetti cavalieri... Hanno rovinato tutto!
; str_npc23_backstory_a|I could, I could! But I'm sure my mother would be much more informative than me. I've always been more of a fighter than a scholar, just like all the other women of my family. We're too busy fending off men to pick up anything but an axe.
; str_npc24_backstory_a|People call me Roddy. Or, well, people in King's Landing does. Used to be everyone in King's Landing knew my name. 'There goes Roddy' they'd say, 'bravest man in all of the city watch'. Then that vicious son of a whore, Tywin Lannister, came and sacked the city. Told Aerys he came as a friend, then turned his cloak and betrayed his king. Bah!
; str_npc25_backstory_a|BLOOD SO RED! SO RED! So sweet, sweet screams, pretty screams, singing screams, scream your song, sing your screams...
str_npc26_backstory_a|Sono Caul, ex capo dei Red Sparrows.
; str_npc27_backstory_a|Hah, I'm just yanking your tail, ain't pondering anything. Bit drunk though. But ah, what can I do for you? People call me Melly Waterman, because, well, it's my name.
; str_npc28_backstory_a|Who's asking? Did she send you, the whore? Tell her that I'm not interested. Wandering across half the world like some sun-mad camel is what she had me doing! Bah!
; str_npc1_backstory_b|I competed in the great tourney at Harrenhal, ages ago, in what some call 'The Year of the False Spring'. How the armor of the knights and lords shone that day, with none brighter than the Prince of Dragonstone! Prince Rhaegar was unstoppable, but I also acquitted myself well. However, in my last joust, I accidently killed the nephew of old lord Vance. There is no greater dishonor for a knight, and every lord and lady in the realm saw me that day.
; str_npc2_backstory_b|I was on my way to Pentos, out of King's Landing, with a cargo of spices and peppers from Dorne. I owned my own trading vessel in those days, a beautiful galleon with a figurehead showing the Maiden. We lay in at Dragonstone for water, when I was accosted by Stannis Baratheons castellan, a Florent if I ever saw one. Those ears! Anyhow, he comes and tells me that my ship is now in the service of the king. It seems Stannis is amasing an army on Dragonstone, and in order to transport it, he needs every single ship he can get his hands on. They emptied my hulls and gave me a slip of paper promising to pay me for my losses once Stannis comes into his kingdom. Much good that'll do me now.
; str_npc3_backstory_b|I used to squire for Ser Halbert Stone, of Willow Tree, but he died of the bloody flux, and I know no other trade.
; str_npc4_backstory_b|My family is one of the most prominent of Astapor, or rather was. A dragon has descended on the city and burned the Good Masters! I was on my way to Volantis when I heard about it, and I have been moving ever westwards since. Proud my people might be, but I am no fool. I know my history. Five times, the Ghiscare Empire challenged the Freehold of Valyria, and five times my great ancestors where humbled and, in the end, they where burned. Legions of soldiers are no match for dragons.
; str_npc5_backstory_b|I was promoted shortly after lord Jon left to take up his position as Hand of the King in King's Landing. With most of his household following him, the Eyrie did, in truth, not need a master of arms. But who was I to question Jon Arryns wisdom. It payed well, it was a position of fair respect for a man bastard born, and I did not want for nothing.
; str_npc6_backstory_b|I have served for some time with the Second Sons, so I am no stranger to battle. But now I seek to make my fortune, and that does not happen as a mere man-at-arms in a sellsword company.
; str_npc7_backstory_b|My father has sent me out to gain some experience in the service of a master other than my lord grandfather, that I may increase the honor of our house, or so my brother Ryman told me.
str_npc8_backstory_b|Suppongo che si desidera sentire la mia storia, eh? Non ho intenzione di dire nulla.
; str_npc9_backstory_b|I was the firstborn son of my father, a nobleman of Pentos. But my mother died in childbirth, and when I was but ten, my father remarried. His new wife soon mothered many a child, and conspired to have me replaced as my fathers heir. When my younger brother died, she told my father I had pushed him off the balcony! Bah!, the fool probably climbed unto the damned thing himself.
